encounter_id,boss_name,zone_id,zone_name,difficulty,difficulty_label,total_pulls,total_kills,total_wipes,best_kill_seconds,avg_pull_duration_seconds,is_killed,first_kill_date,last_attempt_date,wipe_to_kill_ratio
2902,Ulgrax the Devourer,44,Manaforge Omega,5,Mythic,2,1,1,42,49.5,true,2026-01-26,2026-01-26,1.0
2685,Scalecommander Sarkareth,31,Vault of the Incarnates,4,Heroic,2,1,1,253,201.0,true,2024-08-19,2024-08-19,1.0
2412,The Council of Blood,26,Castle Nathria,4,Heroic,14,11,3,230,309.0,true,2021-01-27,2022-09-14,0.27
3011,Rik Reverb,42,Liberation of Undermine,4,Heroic,19,12,7,153,221.26315789473685,true,2025-03-10,2025-07-30,0.58
2677,Fyrakk the Blazing,35,"Amirdrassil, the Dream's Hope",3,Normal,8,4,4,251,264.875,true,2023-11-15,2024-05-08,1.0
2540,"Dausegne, the Fallen Oracle",29,Sepulcher of the First Ones,5,Mythic,48,1,47,323,216.52083333333334,true,2022-05-11,2022-05-11,47.0
2540,"Dausegne, the Fallen Oracle",29,Sepulcher of the First Ones,4,Heroic,27,10,17,127,204.33333333333334,true,2022-03-06,2022-09-12,1.7
3176,Imperator Averzian,46,VS / DR / MQD,5,Mythic,10,2,8,384,250.4,true,2026-04-06,2026-04-15,4.0
2423,The Tarragrue,28,Sanctum of Domination,3,Normal,7,6,1,200,251.57142857142858,true,2021-07-07,2021-09-02,0.17
2902,Ulgrax the Devourer,38,Nerub-ar Palace,5,Mythic,24,9,15,342,336.0,true,2024-10-07,2024-12-29,1.67
2919,Broodtwister Ovi'nax,38,Nerub-ar Palace,5,Mythic,190,1,189,474,177.2,true,2024-11-25,2024-11-25,189.0
2820,Gnarlroot,35,"Amirdrassil, the Dream's Hope",5,Mythic,11,8,3,207,223.1818181818182,true,2023-11-29,2024-05-13,0.38
3014,One-Armed Bandit,42,Liberation of Undermine,5,Mythic,86,1,85,367,153.32558139534885,true,2025-06-02,2025-06-02,85.0
2542,"Skolex, the Insatiable Ravener",29,Sepulcher of the First Ones,3,Normal,4,3,1,198,188.5,true,2022-03-06,2022-03-16,0.33
2553,Artificer Xy'mox,29,Sepulcher of the First Ones,5,Mythic,30,1,29,447,180.1,true,2022-05-16,2022-05-16,29.0
2607,Raszageth the Storm-Eater,31,Vault of the Incarnates,5,Mythic,318,2,316,745,249.31446540880503,true,2023-04-12,2023-04-25,158.0
2682,Assault of the Zaqali,33,"Aberrus, the Shadowed Crucible",4,Heroic,8,7,1,40,113.625,true,2023-05-15,2024-06-12,0.14
3130,Soulbinder Naazindhri,44,Manaforge Omega,4,Heroic,7,7,0,186,252.14285714285714,true,2025-08-18,2025-12-01,0.0
2786,"Tindral Sageswift, Seer of the Flame",35,"Amirdrassil, the Dream's Hope",4,Heroic,28,11,17,286,255.75,true,2023-11-27,2024-06-19,1.55
2543,Lords of Dread,29,Sepulcher of the First Ones,3,Normal,9,3,6,327,296.6666666666667,true,2022-03-13,2022-03-30,2.0
2405,Artificer Xy'mox,26,Castle Nathria,5,Mythic,130,6,124,313,224.6769230769231,true,2021-02-24,2021-03-31,20.67
2546,Anduin Wrynn,29,Sepulcher of the First Ones,3,Normal,21,4,17,299,290.2857142857143,true,2022-03-07,2022-03-30,4.25
2433,The Eye of the Jailer,28,Sanctum of Domination,3,Normal,8,6,2,215,227.375,true,2021-07-07,2021-09-02,0.33
2429,The Nine,28,Sanctum of Domination,3,Normal,11,6,5,204,267.90909090909093,true,2021-07-07,2021-09-02,0.83
2592,"Sennarth, The Cold Breath",31,Vault of the Incarnates,3,Normal,6,6,0,186,254.33333333333334,true,2022-12-18,2024-04-29,0.0
3135,"Dimensius, the All-Devouring",44,Manaforge Omega,5,Mythic,461,3,458,312,169.96963123644252,true,2026-01-20,2026-02-02,152.67
3135,"Dimensius, the All-Devouring",44,Manaforge Omega,3,Normal,12,4,8,322,219.16666666666666,true,2025-08-13,2025-12-01,2.0
2693,The Forgotten Experiments,33,"Aberrus, the Shadowed Crucible",4,Heroic,8,7,1,157,209.375,true,2023-05-15,2024-06-12,0.14
2398,Shriekwing,26,Castle Nathria,3,Normal,3,3,0,185,201.66666666666666,true,2021-01-31,2021-02-14,0.0
2540,"Dausegne, the Fallen Oracle",29,Sepulcher of the First Ones,3,Normal,4,3,1,181,154.0,true,2022-03-06,2022-03-16,0.33
3132,Forgeweaver Araz,44,Manaforge Omega,4,Heroic,16,7,9,248,349.75,true,2025-08-18,2025-12-01,1.29
2605,Kurog Grimtotem,31,Vault of the Incarnates,4,Heroic,14,9,5,122,253.78571428571428,true,2022-12-26,2024-08-19,0.56
2412,The Council of Blood,26,Castle Nathria,3,Normal,3,2,1,334,242.0,true,2021-01-31,2021-03-25,0.5
2709,Igira the Cruel,31,Vault of the Incarnates,4,Heroic,1,1,0,135,135.0,true,2024-08-19,2024-08-19,0.0
2529,Halondrus the Reclaimer,29,Sepulcher of the First Ones,4,Heroic,15,7,8,267,201.33333333333334,true,2022-03-23,2022-09-12,1.14
2709,Igira the Cruel,35,"Amirdrassil, the Dream's Hope",3,Normal,4,4,0,135,182.75,true,2023-11-15,2024-05-08,0.0
3133,Fractillus,44,Manaforge Omega,3,Normal,6,3,3,114,207.0,true,2025-08-13,2025-11-23,1.0
3012,Stix Bunkjunker,42,Liberation of Undermine,5,Mythic,110,3,107,356,206.03636363636363,true,2025-04-21,2025-05-07,35.67
2614,Broodkeeper Diurna,31,Vault of the Incarnates,3,Normal,12,6,6,245,241.58333333333334,true,2022-12-18,2024-04-29,1.0
2592,"Sennarth, The Cold Breath",31,Vault of the Incarnates,4,Heroic,12,10,2,169,255.25,true,2022-12-19,2024-08-19,0.2
3009,Vexie and the Geargrinders,42,Liberation of Undermine,3,Normal,7,6,1,143,156.14285714285714,true,2025-03-05,2025-05-04,0.17
2687,The Amalgamation Chamber,33,"Aberrus, the Shadowed Crucible",5,Mythic,34,10,24,262,222.58823529411765,true,2023-05-29,2024-05-06,2.4
2688,"Kazzara, the Hellforged",33,"Aberrus, the Shadowed Crucible",5,Mythic,30,11,19,230,246.1,true,2023-05-22,2024-05-06,1.73
2544,Prototype Pantheon,29,Sepulcher of the First Ones,4,Heroic,44,9,35,207,325.9318181818182,true,2022-03-13,2022-09-12,3.89
2920,Nexus-Princess Ky'veza,38,Nerub-ar Palace,3,Normal,14,14,0,118,177.07142857142858,true,2024-09-11,2024-11-03,0.0
3013,Sprocketmonger Lockenstock,42,Liberation of Undermine,5,Mythic,162,1,161,311,130.08641975308643,true,2025-05-21,2025-05-21,161.0
2680,"Rashok, the Elder",31,Vault of the Incarnates,4,Heroic,1,1,0,132,132.0,true,2024-08-19,2024-08-19,0.0
2412,The Council of Blood,26,Castle Nathria,5,Mythic,29,0,29,null,215.3793103448276,null,null,2021-04-05,29.0
2605,Kurog Grimtotem,31,Vault of the Incarnates,3,Normal,13,6,7,210,254.69230769230768,true,2022-12-18,2024-04-29,1.17
2549,Rygelon,29,Sepulcher of the First Ones,3,Normal,5,3,2,192,185.0,true,2022-03-14,2022-03-30,0.67
3010,Cauldron of Carnage,42,Liberation of Undermine,5,Mythic,38,10,28,317,270.60526315789474,true,2025-03-24,2025-05-07,2.8
3015,"Mug'Zee, Heads of Security",42,Liberation of Undermine,5,Mythic,201,1,200,332,180.2089552238806,true,2025-07-02,2025-07-02,200.0
3177,Vorasius,46,VS / DR / MQD,3,Normal,2,2,0,175,231.5,true,2026-03-18,2026-03-25,0.0
2406,Lady Inerva Darkvein,26,Castle Nathria,5,Mythic,123,2,121,335,223.4878048780488,true,2021-03-15,2021-04-05,60.5
2407,Sire Denathrius,26,Castle Nathria,4,Heroic,95,23,72,237,327.0736842105263,true,2021-01-25,2022-09-14,3.13
2689,"The Vigilant Steward, Zskarn",33,"Aberrus, the Shadowed Crucible",5,Mythic,43,1,42,304,209.30232558139534,true,2023-07-24,2023-07-24,42.0
2687,The Amalgamation Chamber,31,Vault of the Incarnates,4,Heroic,1,1,0,127,127.0,true,2024-08-19,2024-08-19,0.0
3015,"Mug'Zee, Heads of Security",44,Manaforge Omega,5,Mythic,1,1,0,105,105.0,true,2026-01-26,2026-01-26,0.0
3134,Nexus-King Salhadaar,44,Manaforge Omega,4,Heroic,23,5,18,251,256.5217391304348,true,2025-08-25,2025-12-01,3.6
2512,Vigilant Guardian,29,Sepulcher of the First Ones,4,Heroic,11,11,0,317,391.0,true,2022-03-02,2022-09-12,0.0
3181,Crown of the Cosmos,46,VS / DR / MQD,4,Heroic,22,2,20,503,340.5,true,2026-04-01,2026-04-08,10.0
3306,"Chimaerus, the Undreamt God",46,VS / DR / MQD,3,Normal,6,3,3,260,188.33333333333334,true,2026-03-18,2026-03-25,1.0
3016,Chrome King Gallywix,42,Liberation of Undermine,5,Mythic,116,1,115,436,153.68103448275863,true,2025-07-16,2025-07-16,115.0
2417,Stone Legion Generals,26,Castle Nathria,3,Normal,5,5,0,293,318.6,true,2021-01-31,2021-03-25,0.0
2418,Huntsman Altimor,26,Castle Nathria,4,Heroic,53,17,36,112,192.26415094339623,true,2021-01-27,2022-09-14,2.12
3178,Vaelgor & Ezzorak,46,VS / DR / MQD,4,Heroic,15,4,11,318,301.26666666666665,true,2026-03-23,2026-04-08,2.75
2383,Hungering Destroyer,26,Castle Nathria,5,Mythic,54,10,44,311,237.2037037037037,true,2021-02-17,2021-04-05,4.4
2539,"Lihuvim, Principal Architect",29,Sepulcher of the First Ones,4,Heroic,27,10,17,183,249.44444444444446,true,2022-03-08,2022-09-12,1.7
2418,Huntsman Altimor,26,Castle Nathria,3,Normal,1,1,0,233,233.0,true,2021-01-31,2021-01-31,0.0
2605,Kurog Grimtotem,31,Vault of the Incarnates,5,Mythic,76,6,70,475,268.9342105263158,true,2023-02-06,2023-03-08,11.67
2539,"Lihuvim, Principal Architect",29,Sepulcher of the First Ones,3,Normal,5,5,0,137,187.4,true,2022-03-06,2022-03-30,0.0
2512,Vigilant Guardian,29,Sepulcher of the First Ones,3,Normal,3,3,0,366,395.0,true,2022-03-06,2022-03-16,0.0
2920,Nexus-Princess Ky'veza,38,Nerub-ar Palace,4,Heroic,21,10,11,186,255.76190476190476,true,2024-09-23,2025-01-13,1.1
3010,Cauldron of Carnage,42,Liberation of Undermine,3,Normal,6,6,0,138,182.83333333333334,true,2025-03-05,2025-05-04,0.0
3306,"Chimaerus, the Undreamt God",46,VS / DR / MQD,5,Mythic,16,1,15,391,178.5625,true,2026-04-15,2026-04-15,15.0
3306,"Chimaerus, the Undreamt God",46,VS / DR / MQD,4,Heroic,8,5,3,253,396.875,true,2026-03-23,2026-04-15,0.6
3011,Rik Reverb,42,Liberation of Undermine,5,Mythic,57,6,51,320,220.24561403508773,true,2025-04-07,2025-05-07,8.5
3131,Loom'ithar,44,Manaforge Omega,4,Heroic,8,7,1,157,241.25,true,2025-08-13,2025-12-01,0.14
2820,Gnarlroot,31,Vault of the Incarnates,4,Heroic,1,1,0,134,134.0,true,2024-08-19,2024-08-19,0.0
2635,"Dathea, Ascended",31,Vault of the Incarnates,4,Heroic,23,8,15,130,219.8695652173913,true,2022-12-26,2024-08-19,1.88
2590,The Primal Council,31,Vault of the Incarnates,5,Mythic,19,14,5,185,197.8421052631579,true,2023-01-02,2024-05-15,0.36
2677,Fyrakk the Blazing,35,"Amirdrassil, the Dream's Hope",4,Heroic,47,11,36,356,303.1489361702128,true,2023-11-27,2024-06-19,3.27
2543,Lords of Dread,29,Sepulcher of the First Ones,4,Heroic,18,5,13,304,304.6111111111111,true,2022-04-04,2022-09-12,2.6
2430,Painsmith Raznal,28,Sanctum of Domination,5,Mythic,221,1,220,426,217.0497737556561,true,2021-11-01,2021-11-01,220.0
2687,The Amalgamation Chamber,33,"Aberrus, the Shadowed Crucible",4,Heroic,26,8,18,135,182.73076923076923,true,2023-05-15,2024-06-12,2.25
2431,Fatescribe Roh-Kalo,28,Sanctum of Domination,3,Normal,6,4,2,355,409.8333333333333,true,2021-08-08,2021-09-02,0.5
2683,Magmorax,33,"Aberrus, the Shadowed Crucible",3,Normal,8,6,2,119,143.875,true,2023-05-10,2024-05-01,0.33
3016,Chrome King Gallywix,42,Liberation of Undermine,4,Heroic,83,18,65,275,214.87951807228916,true,2025-03-26,2025-07-30,3.61
2728,Council of Dreams,31,Vault of the Incarnates,4,Heroic,1,1,0,145,145.0,true,2024-08-19,2024-08-19,0.0
2922,Queen Ansurek,44,Manaforge Omega,5,Mythic,4,1,3,200,169.25,true,2026-01-26,2026-01-26,3.0
2921,The Silken Court,44,Manaforge Omega,5,Mythic,2,1,1,232,163.0,true,2026-01-26,2026-01-26,1.0
2431,Fatescribe Roh-Kalo,28,Sanctum of Domination,5,Mythic,118,1,117,477,175.10169491525423,true,2021-11-29,2021-11-29,117.0
3122,The Soul Hunters,44,Manaforge Omega,5,Mythic,83,2,81,370,154.87951807228916,true,2025-10-13,2025-10-20,40.5
3130,Soulbinder Naazindhri,44,Manaforge Omega,5,Mythic,17,8,9,302,327.3529411764706,true,2025-08-27,2025-10-15,1.13
2542,"Skolex, the Insatiable Ravener",29,Sepulcher of the First Ones,4,Heroic,20,10,10,150,189.75,true,2022-03-02,2022-09-12,1.0
2429,The Nine,28,Sanctum of Domination,4,Heroic,29,14,15,210,267.48275862068965,true,2021-07-12,2022-08-31,1.07
2639,Terros,31,Vault of the Incarnates,4,Heroic,20,10,10,134,245.0,true,2022-12-19,2024-08-19,1.0
2423,The Tarragrue,28,Sanctum of Domination,5,Mythic,18,12,6,196,281.77777777777777,true,2021-08-02,2022-02-25,0.5
2737,Volcoross,35,"Amirdrassil, the Dream's Hope",3,Normal,7,4,3,74,80.57142857142857,true,2023-11-15,2024-05-08,0.75
2680,"Rashok, the Elder",33,"Aberrus, the Shadowed Crucible",4,Heroic,9,7,2,161,188.33333333333334,true,2023-05-15,2024-06-12,0.29
3179,Fallen-King Salhadaar,46,VS / DR / MQD,4,Heroic,4,4,0,234,300.75,true,2026-03-23,2026-04-08,0.0
2689,"The Vigilant Steward, Zskarn",33,"Aberrus, the Shadowed Crucible",4,Heroic,11,7,4,132,223.0,true,2023-05-15,2024-06-12,0.57
2422,Kel'Thuzad,28,Sanctum of Domination,3,Normal,8,4,4,361,337.25,true,2021-08-08,2021-09-02,1.0
3009,Vexie and the Geargrinders,42,Liberation of Undermine,5,Mythic,18,9,9,307,308.8888888888889,true,2025-03-24,2025-05-07,1.0
3176,Imperator Averzian,46,VS / DR / MQD,4,Heroic,10,4,6,169,283.2,true,2026-03-23,2026-04-08,1.5
2436,Guardian of the First Ones,28,Sanctum of Domination,5,Mythic,48,1,47,313,136.91666666666666,true,2021-11-08,2021-11-08,47.0
3009,Vexie and the Geargrinders,42,Liberation of Undermine,4,Heroic,26,24,2,119,171.19230769230768,true,2025-03-05,2025-07-30,0.08
2922,Queen Ansurek,38,Nerub-ar Palace,5,Mythic,290,0,290,null,175.38275862068966,null,null,2025-03-03,290.0
3177,Vorasius,46,VS / DR / MQD,5,Mythic,20,2,18,359,274.25,true,2026-04-06,2026-04-15,9.0
3183,Midnight Falls,46,VS / DR / MQD,3,Normal,1,1,0,259,259.0,true,2026-04-01,2026-04-01,0.0
3129,Plexus Sentinel,44,Manaforge Omega,5,Mythic,27,10,17,248,245.03703703703704,true,2025-08-25,2026-01-26,1.7
2434,Soulrender Dormazain,28,Sanctum of Domination,5,Mythic,57,1,56,442,236.71929824561403,true,2021-09-29,2021-09-29,56.0
2677,Fyrakk the Blazing,31,Vault of the Incarnates,4,Heroic,1,1,0,343,343.0,true,2024-08-19,2024-08-19,0.0
2680,"Rashok, the Elder",33,"Aberrus, the Shadowed Crucible",3,Normal,7,6,1,145,219.28571428571428,true,2023-05-10,2024-05-01,0.17
2898,"Sikran, Captain of the Sureki",38,Nerub-ar Palace,3,Normal,14,14,0,117,145.71428571428572,true,2024-09-11,2024-11-03,0.0
2786,"Tindral Sageswift, Seer of the Flame",31,Vault of the Incarnates,4,Heroic,1,1,0,303,303.0,true,2024-08-19,2024-08-19,0.0
2587,Eranog,31,Vault of the Incarnates,5,Mythic,19,13,6,159,174.31578947368422,true,2022-12-28,2024-05-15,0.46
2824,Smolderon,35,"Amirdrassil, the Dream's Hope",3,Normal,4,4,0,104,149.0,true,2023-11-15,2024-05-08,0.0
2693,The Forgotten Experiments,33,"Aberrus, the Shadowed Crucible",3,Normal,6,6,0,146,200.66666666666666,true,2023-05-10,2024-05-01,0.0
2398,Shriekwing,26,Castle Nathria,4,Heroic,29,25,4,86,183.75862068965517,true,2021-01-27,2022-09-14,0.16
2512,Vigilant Guardian,29,Sepulcher of the First Ones,5,Mythic,17,3,14,352,282.3529411764706,true,2022-04-11,2022-05-02,4.67
2728,Council of Dreams,35,"Amirdrassil, the Dream's Hope",4,Heroic,17,12,5,152,203.94117647058823,true,2023-11-20,2024-06-19,0.42
2399,Sludgefist,26,Castle Nathria,3,Normal,7,5,2,209,229.85714285714286,true,2021-01-31,2021-03-25,0.4
2917,The Bloodbound Horror,44,Manaforge Omega,5,Mythic,1,1,0,29,29.0,true,2026-01-26,2026-01-26,0.0
2680,"Rashok, the Elder",33,"Aberrus, the Shadowed Crucible",5,Mythic,180,1,179,386,218.51666666666668,true,2023-07-17,2024-05-06,179.0
2423,The Tarragrue,28,Sanctum of Domination,4,Heroic,16,14,2,147,228.0625,true,2021-07-12,2022-08-31,0.14
2687,The Amalgamation Chamber,33,"Aberrus, the Shadowed Crucible",3,Normal,6,6,0,124,156.33333333333334,true,2023-05-10,2024-05-01,0.0
3013,Sprocketmonger Lockenstock,42,Liberation of Undermine,4,Heroic,15,10,5,192,223.53333333333333,true,2025-03-10,2025-07-30,0.5
3180,Lightblinded Vanguard,46,VS / DR / MQD,3,Normal,2,2,0,191,310.0,true,2026-03-18,2026-03-25,0.0
3182,"Belo'ren, Child of Al'ar",46,VS / DR / MQD,3,Normal,1,1,0,161,161.0,true,2026-04-01,2026-04-01,0.0
2737,Volcoross,31,Vault of the Incarnates,4,Heroic,1,1,0,109,109.0,true,2024-08-19,2024-08-19,0.0
2685,Scalecommander Sarkareth,33,"Aberrus, the Shadowed Crucible",5,Mythic,486,1,485,443,209.33333333333334,true,2023-10-11,2023-11-01,485.0
2731,"Larodar, Keeper of the Flame",35,"Amirdrassil, the Dream's Hope",4,Heroic,27,10,17,174,232.33333333333334,true,2023-11-20,2024-06-19,1.7
2685,Scalecommander Sarkareth,33,"Aberrus, the Shadowed Crucible",4,Heroic,30,10,20,267,262.4,true,2023-05-29,2024-06-12,2.0
2684,Echo of Neltharion,31,Vault of the Incarnates,4,Heroic,1,1,0,215,215.0,true,2024-08-19,2024-08-19,0.0
2614,Broodkeeper Diurna,31,Vault of the Incarnates,4,Heroic,33,11,22,256,232.6060606060606,true,2022-12-26,2024-08-19,2.0
3012,Stix Bunkjunker,42,Liberation of Undermine,3,Normal,9,6,3,200,237.22222222222223,true,2025-03-05,2025-05-04,0.5
3133,Fractillus,44,Manaforge Omega,4,Heroic,15,9,6,177,232.0,true,2025-08-18,2025-12-01,0.67
2731,"Larodar, Keeper of the Flame",35,"Amirdrassil, the Dream's Hope",5,Mythic,49,2,47,311,229.10204081632654,true,2024-01-15,2024-01-22,23.5
2921,The Silken Court,38,Nerub-ar Palace,4,Heroic,53,13,40,282,235.9245283018868,true,2024-09-17,2025-01-13,3.08
