encounter_id,boss_name,zone_name,difficulty,difficulty_label,total_wipes,best_wipe_pct,avg_wipe_pct,avg_last_phase,max_phase_reached,avg_wipe_duration_seconds,longest_wipe_seconds,first_wipe_date,latest_wipe_date,raid_nights_attempted,avg_wipe_pct_rounded
2537,The Jailer,Sepulcher of the First Ones,4,Heroic,88,7.26,64.65386363636364,1.5454545454545454,3,205.625,531,2022-04-04,2022-09-12,8,64.7
2422,Kel'Thuzad,Sanctum of Domination,4,Heroic,15,0.01,45.781333333333336,1.0,1,290.2,477,2021-07-26,2022-08-31,6,45.8
2708,"Nymue, Weaver of the Cycle","Amirdrassil, the Dream's Hope",5,Mythic,62,4.37,44.89048387096774,1.7096774193548387,2,232.6451612903226,476,2023-12-18,2024-01-17,6,44.9
2429,The Nine,Sanctum of Domination,4,Heroic,15,20.84,59.089999999999996,1.9333333333333333,2,238.66666666666666,359,2021-07-12,2021-08-04,3,59.1
2922,Queen Ansurek,Nerub-ar Palace,4,Heroic,140,7.0,55.711071428571415,1.2142857142857142,3,147.8,501,2024-09-23,2025-01-13,13,55.7
3177,Vorasius,VS / DR / MQD,4,Heroic,2,34.65,42.105000000000004,0.0,0,215.0,244,2026-03-23,2026-03-23,1,42.1
2422,Kel'Thuzad,Sanctum of Domination,5,Mythic,79,0.01,57.741772151898736,1.0,1,167.84810126582278,356,2021-12-01,2021-12-08,3,57.7
2590,The Primal Council,Vault of the Incarnates,5,Mythic,5,40.15,56.96,0.0,0,129.8,193,2022-12-28,2023-01-02,2,57.0
3178,Vaelgor & Ezzorak,VS / DR / MQD,3,Normal,1,3.36,3.36,1.0,1,416.0,416,2026-03-18,2026-03-18,1,3.4
2902,Ulgrax the Devourer,Nerub-ar Palace,5,Mythic,15,1.26,46.84733333333334,1.7333333333333334,2,286.2,614,2024-10-07,2024-11-06,3,46.8
2685,Scalecommander Sarkareth,"Aberrus, the Shadowed Crucible",5,Mythic,485,3.87,56.9358350515464,2.2742268041237113,3,208.85154639175258,459,2023-08-16,2023-11-01,18,56.9
2398,Shriekwing,Castle Nathria,5,Mythic,2,6.41,6.41,1.0,1,395.0,395,2021-03-10,2021-03-10,1,6.4
2431,Fatescribe Roh-Kalo,Sanctum of Domination,5,Mythic,117,1.42,66.52982905982905,1.0,1,172.52136752136752,491,2021-11-08,2021-11-29,5,66.5
2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,18,1.1,45.420555555555566,0.0,0,227.11111111111111,459,2024-09-16,2025-01-13,6,45.4
3012,Stix Bunkjunker,Liberation of Undermine,5,Mythic,107,1.97,51.21897196261683,0.0,0,201.57009345794393,396,2025-04-07,2025-05-07,8,51.2
2407,Sire Denathrius,Castle Nathria,3,Normal,3,31.59,51.51,2.0,3,283.3333333333333,391,2021-02-14,2021-02-21,2,51.5
2399,Sludgefist,Castle Nathria,4,Heroic,13,2.12,45.01,0.9230769230769231,1,244.46153846153845,348,2021-01-27,2021-03-28,5,45.0
2919,Broodtwister Ovi'nax,Nerub-ar Palace,5,Mythic,189,0.85,65.1910582010582,0.0,0,175.62962962962962,514,2024-10-21,2024-11-25,10,65.2
2436,Guardian of the First Ones,Sanctum of Domination,5,Mythic,47,24.21,61.34744680851062,0.0,0,133.17021276595744,265,2021-11-03,2021-11-08,2,61.3
3044,Bael'Gar,Blackrock Depths,3,Normal,1,34.98,34.98,0.0,0,265.0,265,2024-10-23,2024-10-23,1,35.0
2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,3,24.69,64.47666666666667,1.6666666666666667,2,143.0,265,2023-11-29,2024-01-03,2,64.5
2512,Vigilant Guardian,Sepulcher of the First Ones,5,Mythic,14,1.19,40.230000000000004,1.5714285714285714,3,264.0,501,2022-04-11,2022-05-02,3,40.2
2607,Raszageth the Storm-Eater,Vault of the Incarnates,4,Heroic,47,0.03,61.06382978723404,1.4680851063829787,3,234.70212765957447,674,2023-01-02,2024-06-05,8,61.1
3181,Crown of the Cosmos,VS / DR / MQD,4,Heroic,20,6.07,40.387499999999996,2.1,3,322.25,577,2026-03-30,2026-04-01,2,40.4
2607,Raszageth the Storm-Eater,Vault of the Incarnates,3,Normal,14,1.13,58.545714285714276,1.7857142857142858,3,322.7142857142857,716,2022-12-18,2024-04-29,4,58.5
3014,One-Armed Bandit,Liberation of Undermine,5,Mythic,85,6.76,64.58447058823529,1.0705882352941176,2,150.81176470588235,350,2025-05-26,2025-06-02,3,64.6
3134,Nexus-King Salhadaar,Manaforge Omega,4,Heroic,18,2.73,40.681666666666665,1.9444444444444444,3,242.83333333333334,431,2025-08-18,2025-12-01,5,40.7
2687,The Amalgamation Chamber,"Aberrus, the Shadowed Crucible",4,Heroic,18,7.81,42.93111111111111,1.5,2,173.55555555555554,337,2023-05-15,2023-06-07,4,42.9
3181,Crown of the Cosmos,VS / DR / MQD,3,Normal,2,10.51,23.3,2.5,3,453.0,542,2026-03-18,2026-03-18,1,23.3
3016,Chrome King Gallywix,Liberation of Undermine,3,Normal,5,7.58,71.81400000000001,1.0,1,95.0,235,2025-03-05,2025-03-16,4,71.8
3049,Emperor Dagran Thaurissan,Blackrock Depths,3,Normal,3,30.82,74.3,0.0,0,135.66666666666666,251,2024-10-23,2024-10-23,1,74.3
2407,Sire Denathrius,Castle Nathria,4,Heroic,72,1.79,35.647638888888885,2.5,3,306.34722222222223,547,2021-01-25,2022-08-24,13,35.6
2412,The Council of Blood,Castle Nathria,5,Mythic,29,1.09,49.94965517241379,1.4827586206896552,2,215.3793103448276,437,2021-03-17,2021-04-05,4,49.9
3013,Sprocketmonger Lockenstock,Liberation of Undermine,5,Mythic,161,0.52,63.671614906832296,1.049689440993789,2,128.96273291925465,362,2025-04-21,2025-05-21,6,63.7
2688,"Kazzara, the Hellforged","Aberrus, the Shadowed Crucible",5,Mythic,19,4.3,39.079473684210534,0.0,0,220.26315789473685,355,2023-05-17,2023-07-05,4,39.1
3015,"Mug'Zee, Heads of Security",Liberation of Undermine,4,Heroic,24,0.29,29.79791666666667,2.4166666666666665,3,255.83333333333334,391,2025-03-17,2025-07-30,5,29.8
3009,Vexie and the Geargrinders,Liberation of Undermine,3,Normal,1,99.99,99.99,1.0,1,22.0,22,2025-03-05,2025-03-05,1,100.0
2417,Stone Legion Generals,Castle Nathria,4,Heroic,11,9.29,54.405454545454546,1.8181818181818181,3,305.72727272727275,560,2021-02-28,2021-04-14,4,54.4
3131,Loom'ithar,Manaforge Omega,4,Heroic,1,70.81,70.81,1.0,1,140.0,140,2025-08-13,2025-08-13,1,70.8
3046,Golem Lord Argelmach,Blackrock Depths,4,Heroic,5,0.01,0.01,0.0,0,207.2,332,2024-10-27,2024-10-27,1,0.0
2406,Lady Inerva Darkvein,Castle Nathria,4,Heroic,21,6.7,25.274761904761903,0.0,0,233.0952380952381,302,2021-02-14,2021-04-14,6,25.3
2693,The Forgotten Experiments,"Aberrus, the Shadowed Crucible",5,Mythic,61,8.34,28.92967213114754,2.8852459016393444,3,229.95081967213116,393,2023-05-29,2024-05-06,8,28.9
3012,Stix Bunkjunker,Liberation of Undermine,3,Normal,3,3.14,41.82,0.0,0,204.33333333333334,320,2025-03-05,2025-03-09,2,41.8
2685,Scalecommander Sarkareth,Vault of the Incarnates,4,Heroic,1,36.06,36.06,3.0,3,149.0,149,2024-08-19,2024-08-19,1,36.1
3009,Vexie and the Geargrinders,Liberation of Undermine,5,Mythic,9,5.9,32.614444444444445,1.0,1,280.1111111111111,329,2025-03-24,2025-04-30,4,32.6
2708,"Nymue, Weaver of the Cycle","Amirdrassil, the Dream's Hope",4,Heroic,7,5.9,40.381428571428565,1.7142857142857142,2,201.14285714285714,336,2023-11-20,2024-01-07,2,40.4
3009,Vexie and the Geargrinders,Liberation of Undermine,4,Heroic,2,69.0,84.495,1.0,1,82.0,140,2025-03-16,2025-05-21,2,84.5
3013,Sprocketmonger Lockenstock,Liberation of Undermine,4,Heroic,5,14.99,56.28800000000001,1.0,1,158.8,254,2025-03-10,2025-03-17,2,56.3
3010,Cauldron of Carnage,Liberation of Undermine,4,Heroic,7,15.73,60.22142857142857,1.0,1,195.71428571428572,492,2025-03-05,2025-07-06,4,60.2
2635,"Dathea, Ascended",Vault of the Incarnates,3,Normal,4,8.97,47.2625,0.0,0,172.0,304,2022-12-14,2024-04-24,2,47.3
2435,Sylvanas Windrunner,Sanctum of Domination,5,Mythic,337,44.82,81.88106824925815,1.6142433234421365,3,320.53115727002967,888,2021-12-13,2022-02-22,17,81.9
2542,"Skolex, the Insatiable Ravener",Sepulcher of the First Ones,3,Normal,1,98.9,98.9,0.0,0,122.0,122,2022-03-09,2022-03-09,1,98.9
2684,Echo of Neltharion,"Aberrus, the Shadowed Crucible",5,Mythic,215,0.02,51.37911627906977,1.7906976744186047,3,236.15813953488373,454,2023-07-26,2023-10-30,10,51.4
3135,"Dimensius, the All-Devouring",Manaforge Omega,3,Normal,8,27.03,61.19625,1.375,3,137.25,426,2025-08-13,2025-11-23,2,61.2
2709,Igira the Cruel,"Amirdrassil, the Dream's Hope",4,Heroic,1,22.55,22.55,1.0,1,261.0,261,2023-11-15,2023-11-15,1,22.6
2553,Artificer Xy'mox,Sepulcher of the First Ones,5,Mythic,29,15.17,62.006206896551724,1.1379310344827587,2,170.89655172413794,443,2022-05-11,2022-05-16,2,62.0
2605,Kurog Grimtotem,Vault of the Incarnates,5,Mythic,70,0.82,50.757000000000005,1.7571428571428571,3,248.74285714285713,562,2023-01-30,2023-03-08,8,50.8
3129,Plexus Sentinel,Manaforge Omega,5,Mythic,17,4.66,56.133529411764705,1.588235294117647,2,181.23529411764707,448,2025-08-25,2025-10-01,6,56.1
2429,The Nine,Sanctum of Domination,5,Mythic,8,6.64,58.37875,1.875,2,242.5,437,2021-08-23,2021-09-15,4,58.4
2898,"Sikran, Captain of the Sureki",Nerub-ar Palace,5,Mythic,31,3.42,50.88548387096775,0.0,0,161.16129032258064,344,2024-10-14,2024-11-06,5,50.9
3182,"Belo'ren, Child of Al'ar",VS / DR / MQD,4,Heroic,13,0.0,39.58538461538462,1.0769230769230769,2,170.76923076923077,255,2026-04-01,2026-04-08,2,39.6
3133,Fractillus,Manaforge Omega,5,Mythic,64,0.26,44.985781249999995,0.0,0,171.125,318,2025-09-17,2025-10-15,5,45.0
2685,Scalecommander Sarkareth,"Aberrus, the Shadowed Crucible",4,Heroic,20,3.91,43.4925,2.5,3,228.75,364,2023-05-24,2024-06-12,6,43.5
2639,Terros,Vault of the Incarnates,4,Heroic,10,3.33,34.333999999999996,0.0,0,280.2,386,2022-12-14,2022-12-21,3,34.3
2549,Rygelon,Sepulcher of the First Ones,3,Normal,2,67.99,70.755,0.0,0,95.5,99,2022-03-14,2022-03-14,1,70.8
3011,Rik Reverb,Liberation of Undermine,4,Heroic,7,7.91,27.034285714285716,1.5714285714285714,2,225.28571428571428,300,2025-03-10,2025-05-25,4,27.0
2731,"Larodar, Keeper of the Flame","Amirdrassil, the Dream's Hope",3,Normal,1,52.21,52.21,1.0,1,131.0,131,2023-11-15,2023-11-15,1,52.2
3012,Stix Bunkjunker,Liberation of Undermine,4,Heroic,15,12.38,47.80333333333333,0.0,0,195.66666666666666,394,2025-03-10,2025-07-30,4,47.8
2436,Guardian of the First Ones,Sanctum of Domination,4,Heroic,40,0.22,46.48,0.0,0,183.8,313,2021-07-19,2022-08-31,5,46.5
2635,"Dathea, Ascended",Vault of the Incarnates,5,Mythic,100,2.76,58.94520000000001,0.0,0,184.35,468,2023-02-08,2023-03-08,6,58.9
2540,"Dausegne, the Fallen Oracle",Sepulcher of the First Ones,4,Heroic,17,0.44,36.50176470588236,0.0,0,216.35294117647058,332,2022-03-02,2022-03-06,2,36.5
2921,The Silken Court,Manaforge Omega,5,Mythic,1,60.01,60.01,1.0,1,94.0,94,2026-01-26,2026-01-26,1,60.0
2540,"Dausegne, the Fallen Oracle",Sepulcher of the First Ones,3,Normal,1,99.97,99.97,0.0,0,25.0,25,2022-03-16,2022-03-16,1,100.0
3016,Chrome King Gallywix,Manaforge Omega,5,Mythic,1,69.93,69.93,1.0,1,90.0,90,2026-01-26,2026-01-26,1,69.9
2614,Broodkeeper Diurna,Vault of the Incarnates,3,Normal,6,39.15,58.629999999999995,1.0,1,134.5,185,2022-12-18,2024-04-24,4,58.6
2436,Guardian of the First Ones,Sanctum of Domination,3,Normal,6,15.11,55.583333333333336,0.0,0,172.83333333333334,339,2021-08-08,2021-08-29,3,55.6
2688,"Kazzara, the Hellforged","Aberrus, the Shadowed Crucible",4,Heroic,2,1.09,12.36,0.0,0,304.5,382,2023-05-28,2023-05-28,1,12.4
2683,Magmorax,"Aberrus, the Shadowed Crucible",5,Mythic,14,2.97,37.81142857142857,0.0,0,224.92857142857142,346,2023-07-24,2023-07-26,2,37.8
2433,The Eye of the Jailer,Sanctum of Domination,4,Heroic,7,0.88,51.05714285714286,1.0,1,222.71428571428572,432,2021-07-12,2021-07-14,2,51.1
2544,Prototype Pantheon,Sepulcher of the First Ones,4,Heroic,35,0.98,34.64028571428572,2.5142857142857142,3,341.51428571428573,484,2022-03-06,2022-03-13,4,34.6
2677,Fyrakk the Blazing,"Amirdrassil, the Dream's Hope",3,Normal,4,42.26,61.785,1.5,2,186.5,276,2023-11-15,2023-12-10,2,61.8
2920,Nexus-Princess Ky'veza,Nerub-ar Palace,4,Heroic,11,3.15,41.697272727272725,1.3636363636363635,2,226.1818181818182,417,2024-09-16,2025-01-13,6,41.7
3016,Chrome King Gallywix,Liberation of Undermine,4,Heroic,65,2.24,61.46861538461538,1.676923076923077,3,175.13846153846154,524,2025-03-19,2025-07-30,10,61.5
2549,Rygelon,Sepulcher of the First Ones,4,Heroic,55,7.65,60.587454545454555,0.0,0,110.52727272727273,321,2022-03-28,2022-04-18,5,60.6
2418,Huntsman Altimor,Castle Nathria,4,Heroic,36,18.87,35.66694444444444,2.5555555555555554,3,162.63888888888889,233,2021-01-27,2022-09-14,14,35.7
2731,"Larodar, Keeper of the Flame","Amirdrassil, the Dream's Hope",5,Mythic,47,2.5,41.395744680851074,1.297872340425532,2,225.12765957446808,348,2024-01-08,2024-01-22,4,41.4
3015,"Mug'Zee, Heads of Security",Liberation of Undermine,5,Mythic,200,6.26,49.81315000000001,1.6,3,179.45,340,2025-06-04,2025-07-02,8,49.8
2824,Smolderon,"Amirdrassil, the Dream's Hope",5,Mythic,260,0.84,62.19965384615384,1.396153846153846,2,189.01923076923077,446,2024-01-15,2024-03-04,11,62.2
3043,Lord Incendius,Blackrock Depths,3,Normal,1,60.53,60.53,0.0,0,89.0,89,2024-10-23,2024-10-23,1,60.5
3133,Fractillus,Manaforge Omega,4,Heroic,6,0.77,24.678333333333338,0.0,0,229.33333333333334,305,2025-08-18,2025-09-14,4,24.7
3306,"Chimaerus, the Undreamt God",VS / DR / MQD,3,Normal,3,57.49,65.90666666666667,1.0,1,71.66666666666667,80,2026-03-18,2026-03-25,2,65.9
2546,Anduin Wrynn,Sepulcher of the First Ones,3,Normal,17,16.6,60.885882352941174,1.411764705882353,2,255.41176470588235,483,2022-03-07,2022-03-09,2,60.9
3306,"Chimaerus, the Undreamt God",VS / DR / MQD,4,Heroic,3,5.84,37.92666666666667,1.6666666666666667,2,404.6666666666667,730,2026-03-23,2026-03-23,1,37.9
3132,Forgeweaver Araz,Manaforge Omega,5,Mythic,107,0.25,62.744392523364475,1.074766355140187,2,156.0841121495327,407,2025-09-08,2025-10-15,7,62.7
2614,Broodkeeper Diurna,Vault of the Incarnates,4,Heroic,22,4.24,58.334090909090904,1.2272727272727273,2,181.1818181818182,459,2022-12-26,2024-04-29,6,58.3
2680,"Rashok, the Elder","Aberrus, the Shadowed Crucible",5,Mythic,179,1.91,48.63,1.100558659217877,2,217.58100558659217,401,2023-05-31,2024-05-06,12,48.6
2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,2,8.69,54.32,2.0,3,215.0,370,2022-03-06,2022-03-30,2,54.3
2423,The Tarragrue,Sanctum of Domination,4,Heroic,2,85.92,85.92,1.0,1,65.0,65,2021-07-28,2021-07-28,1,85.9
2431,Fatescribe Roh-Kalo,Sanctum of Domination,4,Heroic,32,2.51,50.872187499999995,1.0,1,258.6875,502,2021-07-26,2021-08-25,6,50.9
2542,"Skolex, the Insatiable Ravener",Sepulcher of the First Ones,5,Mythic,20,0.02,54.62850000000001,0.0,0,163.4,373,2022-04-11,2022-05-11,3,54.6
2412,The Council of Blood,Castle Nathria,3,Normal,1,99.44,99.44,1.0,1,24.0,24,2021-03-25,2021-03-25,1,99.4
2434,Soulrender Dormazain,Sanctum of Domination,5,Mythic,56,1.25,56.48339285714286,0.0,0,233.05357142857142,474,2021-09-22,2021-09-29,3,56.5
3132,Forgeweaver Araz,Manaforge Omega,3,Normal,1,6.37,6.37,2.0,2,221.0,221,2025-11-23,2025-11-23,1,6.4
3045,General Angerforge,Blackrock Depths,3,Normal,1,100.0,100.0,0.0,0,65.0,65,2024-10-23,2024-10-23,1,100.0
2683,Magmorax,"Aberrus, the Shadowed Crucible",4,Heroic,1,41.94,41.94,0.0,0,158.0,158,2023-05-15,2023-05-15,1,41.9
2737,Volcoross,"Amirdrassil, the Dream's Hope",4,Heroic,6,3.32,32.526666666666664,0.0,0,165.0,236,2023-11-20,2024-01-07,5,32.5
2898,"Sikran, Captain of the Sureki",Nerub-ar Palace,4,Heroic,4,24.49,62.714999999999996,0.0,0,110.5,198,2024-09-16,2024-09-22,3,62.7
3133,Fractillus,Manaforge Omega,3,Normal,3,8.18,24.826666666666664,0.0,0,217.0,355,2025-08-13,2025-11-23,2,24.8
3042,Lord Roccor,Blackrock Depths,4,Heroic,2,61.83,62.04,0.0,0,116.0,132,2024-10-27,2024-10-27,1,62.0
2709,Igira the Cruel,"Amirdrassil, the Dream's Hope",5,Mythic,27,4.49,48.330740740740744,1.0,1,192.0,415,2023-11-29,2024-05-13,7,48.3
2922,Queen Ansurek,Manaforge Omega,5,Mythic,3,19.94,24.2,2.3333333333333335,3,159.0,183,2026-01-26,2026-01-26,1,24.2
3129,Plexus Sentinel,Manaforge Omega,3,Normal,1,77.59,77.59,1.0,1,38.0,38,2025-11-23,2025-11-23,1,77.6
2423,The Tarragrue,Sanctum of Domination,3,Normal,1,30.73,30.73,1.0,1,312.0,312,2021-07-07,2021-07-07,1,30.7
