report_code,report_title,start_time_utc,end_time_utc,zone_id,zone_name,raid_night_date,primary_difficulty,total_pulls,boss_kills,total_wipes,total_fight_seconds,unique_bosses_engaged,unique_bosses_killed
hzAPY2FJ1QctbGZN,2023-10-04 PLEASE PLEASE PLEASE KILL SARK,2023-10-04T17:46:15.311Z,2023-10-04T21:07:56.052Z,33,"Aberrus, the Shadowed Crucible",2023-10-04,Mythic,26,0,26,6788,1,0
8QHKg1kdzZa7AXp9,2023-07-24 Zskarn kill,2023-07-24T17:52:07.773Z,2023-07-24T21:04:30.309Z,33,"Aberrus, the Shadowed Crucible",2023-07-24,Mythic,26,1,25,6175,2,1
vw9h82qRbYWzBJ7M,Kyveza 24-12-16,2024-12-16T18:48:56.810Z,2024-12-16T22:02:56.889Z,38,Nerub-ar Palace,2024-12-16,Mythic,33,1,32,4229,2,1
C61kw8BLbVGAvJWq,CN Heroic Alt run,2021-04-14T18:04:58.762Z,2021-04-14T20:00:13.618Z,26,Castle Nathria,2021-04-14,Heroic,5,3,2,1084,4,3
FZRrB6M1HKmDn38g,2023-05-22,2023-05-22T17:57:19.624Z,2023-05-22T20:40:45.282Z,33,"Aberrus, the Shadowed Crucible",2023-05-22,Mythic,20,10,10,3946,9,9
cavqmBxPCgArZzYp,2023-09-06 sark,2023-09-06T18:04:02.658Z,2023-09-06T20:56:07.611Z,33,"Aberrus, the Shadowed Crucible",2023-09-06,Mythic,27,0,27,5017,1,0
wMtd86DnyqfQYzx1,Smolderon Round 2: FIGHT - Mythic 29-01,2024-01-29T18:59:45.430Z,2024-01-29T21:50:59.050Z,35,"Amirdrassil, the Dream's Hope",2024-01-29,Mythic,26,0,26,4828,1,0
V8XTDFM1h64wCRdf,"2023-11-15 Roa is dead, Long live Jads - Amirdrassil Raid #1",2023-11-15T18:48:20.214Z,2023-11-15T22:09:41.099Z,35,"Amirdrassil, the Dream's Hope",2023-11-15,Heroic,18,11,7,4030,9,9
Bj1dwva4pZr2yT8A,2023-08-30 sark,2023-08-30T17:57:47.272Z,2023-08-30T20:58:45.513Z,33,"Aberrus, the Shadowed Crucible",2023-08-30,Mythic,28,0,28,5544,1,0
tJ6ywfmxBHDbKgCc,Achievement run - Big logs = FAIL!!!,2025-05-04T17:45:05.649Z,2025-05-04T19:27:44.546Z,42,Liberation of Undermine,2025-05-04,Normal,9,8,1,2107,8,8
hNkWgYHwm7qbFBf9,Painsmith,2021-10-18T18:08:31.090Z,2021-10-18T21:04:02.509Z,28,Sanctum of Domination,2021-10-18,Mythic,27,0,27,5998,1,0
b6mfajkYZ7vq3NTR,Nexus King Final Day - 11-05,2025-11-05T19:47:20.290Z,2025-11-05T21:04:10.300Z,44,Manaforge Omega,2025-11-05,Mythic,9,1,8,2268,1,1
2MTcwmKpLkCb9fyJ,20-03 Raz,2023-03-20T18:48:18.512Z,2023-03-20T22:06:22.436Z,31,Vault of the Incarnates,2023-03-20,Mythic,33,0,33,5019,1,0
xnF37aCA2HzbBY6J,2025-09-01 DIMMYD,2025-09-01T17:48:00.835Z,2025-09-01T21:06:05.631Z,44,Manaforge Omega,2025-09-01,Heroic,29,1,28,5602,2,1
DFANHypwvLTzfWaQ,No stops on the gambling train 03-19,2025-03-19T18:54:11.330Z,2025-03-19T21:59:05.266Z,42,Liberation of Undermine,2025-03-19,Heroic,22,7,15,5302,8,7
jczM7t4GmBCHW9yD,Sylvanas 15 dec,2021-12-15T18:50:44.481Z,2021-12-15T21:58:12.577Z,28,Sanctum of Domination,2021-12-15,Mythic,29,0,29,5415,1,0
fZnXNFY1jRqvLrm9,Enis Raid Attempt #1 - 09-14,2025-09-14T16:02:49.392Z,2025-09-14T17:31:26.073Z,44,Manaforge Omega,2025-09-14,Heroic,8,6,2,2378,6,6
yXArcwYjLRvNnZTm,27 april hc full,2022-04-27T18:20:18.699Z,2022-04-27T19:56:12.406Z,29,Sepulcher of the First Ones,2022-04-27,Heroic,9,8,1,2463,8,8
GP4XCHkzyhJdnj9A,Sylvanas 13 dec,2021-12-13T19:09:21.859Z,2021-12-13T22:02:14.482Z,28,Sanctum of Domination,2021-12-13,Mythic,29,0,29,5292,1,0
MjTcF2n9JvXRfPwY,GigaGizmo pt 2 from guardian,2021-08-08T20:36:20.182Z,2021-08-08T21:54:14.598Z,28,Sanctum of Domination,2021-08-08,Normal,6,4,2,2188,4,4
MyRLwt3ZJH2XCkcG,Myffic 26-06,2023-06-26T17:54:01.961Z,2023-06-26T21:02:48.089Z,33,"Aberrus, the Shadowed Crucible",2023-06-26,Mythic,22,2,20,5899,3,2
Q9yKTXH7DMb4AFrk,2023-11-01 sark reclear,2023-11-01T19:08:51.700Z,2023-11-01T22:05:38.764Z,33,"Aberrus, the Shadowed Crucible",2023-11-01,Mythic,28,0,28,6430,1,0
9PDhbaTKq7WC8zXt,Broodtwister Mythic 1111,2024-11-11T18:57:00.575Z,2024-11-11T22:04:22.325Z,38,Nerub-ar Palace,2024-11-11,Mythic,39,0,39,5564,1,0
Vby9x6hBLHt1Wmp3,Sylvanas 22 feb KILL,2022-02-22T18:48:03.137Z,2022-02-22T21:56:04.846Z,28,Sanctum of Domination,2022-02-22,Mythic,14,1,13,7961,1,1
rVnDB4fcb9qZAPLv,Sweaty Beaty Muggy - 06-16,2025-06-16T17:43:17.830Z,2025-06-16T20:46:26.017Z,42,Liberation of Undermine,2025-06-16,Mythic,30,0,30,5001,1,0
LnW7rQb6XRvjM2ah,2023-08-28 sark,2023-08-28T18:01:11.308Z,2023-08-28T20:57:34.872Z,33,"Aberrus, the Shadowed Crucible",2023-08-28,Mythic,30,0,30,4894,1,0
fxg7j6zyVL28Gtp4,yailer,2022-05-23T18:11:13.458Z,2022-05-23T18:58:57.404Z,29,Sepulcher of the First Ones,2022-05-23,Heroic,7,1,6,1752,1,1
hRytYCf7xp61GkQA,demon tarragrue + the eye,2021-09-02T19:21:24.040Z,2021-09-02T19:41:12.069Z,28,Sanctum of Domination,2021-09-02,Normal,2,2,0,550,2,2
LXMB2HJV7Dwjy9Qg,Mythic,2021-08-16T19:37:51.832Z,2021-08-16T20:52:20.778Z,28,Sanctum of Domination,2021-08-16,Mythic,7,2,5,1727,2,2
x2nc1KPaGTzY9fmF,CN Heroic SLG/SIRE,2021-04-14T18:04:58.762Z,2021-04-14T18:45:04.697Z,26,Castle Nathria,2021-04-14,Heroic,5,2,3,1363,2,2
G9AgfJmZwBtNkXP3,hc sanc,2021-07-14T18:36:30.941Z,2021-07-14T20:02:04.944Z,28,Sanctum of Domination,2021-07-14,Heroic,10,3,7,2276,3,3
A3fRPv7yYxw94KkL,Sylvanas 10 jan,2022-01-10T19:21:19.820Z,2022-01-10T21:59:17.992Z,28,Sanctum of Domination,2022-01-10,Mythic,20,0,20,5864,1,0
W1JcVnmY3jNfXMT2,2022-12-28 hc reclear,2022-12-28T18:57:17.065Z,2022-12-28T22:04:26.808Z,31,Vault of the Incarnates,2022-12-28,Heroic,18,8,10,3430,7,7
cyMKawqZX8YfVg6D,Sylvanas 26 jan,2022-01-26T18:56:11.582Z,2022-01-26T22:03:43.589Z,28,Sanctum of Domination,2022-01-26,Mythic,18,0,18,6897,1,0
R7NHnYKmj2aJgwVC,Right side Best Side 10-29,2025-10-29T18:52:53.485Z,2025-10-29T22:32:21.141Z,44,Manaforge Omega,2025-10-29,Mythic,34,0,34,6116,1,0
HZ7GdwbgWhLKnqvB,CN heroic alt run,2021-02-28T19:01:02.083Z,2021-02-28T19:51:06.496Z,26,Castle Nathria,2021-02-28,Heroic,5,3,2,1184,3,3
jJR6C24cTLXDghrM,2023-07-10,2023-07-10T17:54:39.043Z,2023-07-10T21:00:39.364Z,33,"Aberrus, the Shadowed Crucible",2023-07-10,Mythic,21,2,19,5539,3,2
cxfTpRmZBnyV9ah1,normal social run,2023-01-01T19:40:31.777Z,2023-01-01T21:05:39.271Z,31,Vault of the Incarnates,2023-01-01,Normal,8,6,2,2025,6,6
Dt7XnwbrZ96BRqWP,2023-01-10 reclear,2024-01-10T18:48:35.238Z,2024-01-10T21:58:09.045Z,35,"Amirdrassil, the Dream's Hope",2024-01-10,Heroic,17,8,9,4954,8,8
YA6vtrVW31Z2fGCn,2025-10-08 manayork smomegma,2025-10-08T17:48:39.703Z,2025-10-08T20:50:17.062Z,44,Manaforge Omega,2025-10-08,Mythic,16,5,11,3668,5,5
GPzv7N3KbpMHmyQC,Painsmith,2021-10-13T18:10:03.315Z,2021-10-13T20:58:47.135Z,28,Sanctum of Domination,2021-10-13,Mythic,30,0,30,5848,1,0
kzTgc1LJ4ZnHhdb6,Reclear -> Muggy Wuggy 06-04,2025-06-04T17:41:32.424Z,2025-06-04T21:03:12.308Z,42,Liberation of Undermine,2025-06-04,Heroic,29,4,25,4218,4,4
NydaKxcRtAhBj9D4,Myffic Rikky 03-31,2025-03-31T17:50:14.712Z,2025-03-31T21:03:30.735Z,42,Liberation of Undermine,2025-03-31,Mythic,31,1,30,6277,2,1
t1AmyzK8ZvPMXJgc,SC Raid Larodaddy and Smolderface 22/01,2024-01-22T18:58:19.056Z,2024-01-22T22:02:23.910Z,35,"Amirdrassil, the Dream's Hope",2024-01-22,Mythic,25,1,24,5509,2,1
4qwJk2n9hZTmVHfR,Lihuvim,2022-03-08T21:10:12.456Z,2022-03-08T22:39:23.460Z,29,Sepulcher of the First Ones,2022-03-08,Heroic,7,1,6,2476,2,1
rDM1AxNBGFPmLn98,2025-09-29 fractilicious,2025-09-29T17:59:57.775Z,2025-09-29T20:05:01.017Z,44,Manaforge Omega,2025-09-29,Mythic,13,1,12,2402,2,1
JjAK3mQyV9tzR6bn,Jaddy's Home (For real this time),2024-02-07T19:00:37.195Z,2024-02-07T21:58:02.586Z,35,"Amirdrassil, the Dream's Hope",2024-02-07,Mythic,28,0,28,5312,1,0
yHBRMf9q1tNhAdJY,Mythic raid fr fr no cap - Amirdrassil 29-11-2023,2023-11-29T18:53:53.138Z,2023-11-29T22:01:27.094Z,35,"Amirdrassil, the Dream's Hope",2023-11-29,Heroic,19,10,9,4755,9,9
8tYPZQ1394bBzw6H,13 march HC + Lords of dread,2022-03-13T19:07:46.113Z,2022-03-13T21:42:59.750Z,29,Sepulcher of the First Ones,2022-03-13,Heroic,13,5,8,4574,5,5
VyntY2LZ8qahfxMT,PLEASE FREE ME FROM THIS TORMENT - Mythic 26/02,2024-02-26T18:59:53.573Z,2024-02-26T22:09:15.355Z,35,"Amirdrassil, the Dream's Hope",2024-02-26,Mythic,32,0,32,6911,1,0
ytH71bJK3kh4YpmQ,Reclear Mythic 11-20,2024-11-20T18:51:44.398Z,2024-11-20T22:07:42.585Z,38,Nerub-ar Palace,2024-11-20,Mythic,17,4,13,5414,5,4
XPxY1LmTpQ8zJAMK,asdf,2021-07-28T18:11:45.199Z,2021-07-28T20:55:32.952Z,28,Sanctum of Domination,2021-07-28,Heroic,16,7,9,3843,7,7
c2yvLnA14dPGgpW6,2023-08-21 sark,2023-08-21T17:56:24.054Z,2023-08-21T21:00:07.374Z,33,"Aberrus, the Shadowed Crucible",2023-08-21,Mythic,33,0,33,4533,1,0
F9xXwVZj8P4KmkyT,Return of the White Boy - 0625,2025-06-25T17:47:15.763Z,2025-06-25T20:48:41.621Z,42,Liberation of Undermine,2025-06-25,Mythic,27,0,27,5436,1,0
DPdVCNpzbH4Xk3Mf,"Progression Jail, Day One - Mythic 24-01",2024-01-24T14:35:54.776Z,2024-01-24T21:58:51.851Z,35,"Amirdrassil, the Dream's Hope",2024-01-24,Heroic,40,9,31,6942,9,9
VK9GXNjRMx1LmqAD,2023-05-31 hc clear,2023-05-31T17:55:47.712Z,2023-05-31T20:50:20.401Z,33,"Aberrus, the Shadowed Crucible",2023-05-31,Heroic,17,12,5,3386,9,9
kxfYqXnLNC14Dtvj,2024-12-04 princess,2024-12-04T19:01:51.801Z,2024-12-04T21:57:56.251Z,38,Nerub-ar Palace,2024-12-04,Mythic,40,0,40,5585,1,0
f8rpxmLCQP1ZDnYy,Castle Nathria,2021-03-21T19:37:54.655Z,2021-03-21T21:22:54.933Z,26,Castle Nathria,2021-03-21,Heroic,12,2,10,2619,3,2
gWmBQjLwTVG2NAq9,HC SLG + Sire,2021-04-07T18:12:56.810Z,2021-04-07T18:47:31.693Z,26,Castle Nathria,2021-04-07,Heroic,4,2,2,1331,2,2
NxRd2Xa3ThnmH4AC,We're gonna break this fruit machine open - 06-02,2025-06-02T17:45:19.281Z,2025-06-02T20:09:07.893Z,42,Liberation of Undermine,2025-06-02,Mythic,19,1,18,4075,1,1
vkwj8JrWhzntMbZL,She Gally on my Wix until I Gallagio - 03-05,2025-03-05T18:46:22.773Z,2025-03-05T22:05:08.251Z,42,Liberation of Undermine,2025-03-05,Heroic,18,9,9,3488,8,8
Gk17VY4vnRtyhQcF,2023-05-17,2023-05-17T17:50:44.671Z,2023-05-17T21:05:14.463Z,33,"Aberrus, the Shadowed Crucible",2023-05-17,Heroic,22,8,14,4214,8,8
pHCayqcbNk98ZXG6,Castle Nathria,2021-03-03T19:13:43.860Z,2021-03-03T22:38:48.767Z,26,Castle Nathria,2021-03-03,Heroic,24,4,20,4632,5,4
frBcbXA4WNwdYgxM,Dimmy Night 2 - 11-24,2025-11-24T18:33:10.807Z,2025-11-24T22:01:33.047Z,44,Manaforge Omega,2025-11-24,Mythic,47,0,47,4956,1,0
m9cJdtFn4DpwGZYC,2024-05-01 aberrus,2024-05-01T17:54:34.154Z,2024-05-01T20:53:09.044Z,33,"Aberrus, the Shadowed Crucible",2024-05-01,Heroic,21,18,3,3602,9,9
24M6G9yKnQf8tRqN,Castle Nathria,2021-01-25T18:53:30.409Z,2021-01-25T22:25:05.118Z,26,Castle Nathria,2021-01-25,Heroic,22,1,21,7863,1,1
4ygtXrDWwhcTNPGp,Social HC 11-24,2024-11-24T18:53:42.009Z,2024-11-24T20:32:00.272Z,38,Nerub-ar Palace,2024-11-24,Heroic,14,7,7,2421,8,7
KFmjtrGbqvdVTpfJ,Sylvanas 9 feb,2022-02-09T19:20:40.577Z,2022-02-09T22:08:09.474Z,28,Sanctum of Domination,2022-02-09,Mythic,15,0,15,7683,1,0
RgwBHFc9jMCfKP2J,Linus MIA - If found call Jaddy - Amirdrisal 11/12/23,2023-12-11T18:56:18.972Z,2023-12-11T22:02:03.573Z,35,"Amirdrassil, the Dream's Hope",2023-12-11,Mythic,23,2,21,4911,3,2
3JZjK7xVzDLnPWTq,2023-01-16,2023-01-16T19:22:51.075Z,2023-01-16T21:52:14.852Z,31,Vault of the Incarnates,2023-01-16,Heroic,19,2,17,4588,3,2
HLW3wzxJQDXfnmp9,"EVESTIRWIN, DEMON HUNTER EXTRAORDINAIRE",2025-03-23T18:49:08.963Z,2025-03-23T21:27:18.267Z,42,Liberation of Undermine,2025-03-23,Heroic,14,11,3,3328,8,8
y1D3JcXKFZPMk4HV,2023-06-07,2023-06-07T17:48:55.688Z,2023-06-07T20:53:44.323Z,33,"Aberrus, the Shadowed Crucible",2023-06-07,Heroic,20,12,8,4252,9,9
RBKrGCVyZWHtnNqF,CN heroic reclear,2021-02-10T18:53:10.286Z,2021-02-10T19:48:37.297Z,26,Castle Nathria,2021-02-10,Heroic,5,4,1,1496,4,4
Kwf3ctyFRvG9ZVnD,2023-05-21 alt raid,2023-05-21T17:54:21.145Z,2023-05-21T20:44:55.098Z,33,"Aberrus, the Shadowed Crucible",2023-05-21,Normal,16,9,7,4289,9,9
jmpyLVFaKX8qvZD7,Reclear -> MugZ 0611,2025-06-11T17:42:28.546Z,2025-06-11T20:58:41.411Z,42,Liberation of Undermine,2025-06-11,Heroic,29,4,25,4750,4,4
mP3gRnbtAfrxyZQY,2023-07-26 Magmorax kill,2023-07-26T17:49:11.303Z,2023-07-26T20:57:49.376Z,33,"Aberrus, the Shadowed Crucible",2023-07-26,Mythic,23,1,22,3666,2,1
3vTdVQfHaYtFcAJP,Fatescribe,2021-11-08T20:03:09.055Z,2021-11-08T22:02:48.118Z,28,Sanctum of Domination,2021-11-08,Mythic,24,0,24,2789,1,0
JDw8GKdx637hCYy2,5/10 HC full,2021-07-14T18:18:52.516Z,2021-07-14T21:18:45.465Z,28,Sanctum of Domination,2021-07-14,Heroic,21,5,16,5454,5,5
NTfb7hCpZV43wmKd,18 april hc,2022-04-18T18:02:38.458Z,2022-04-18T21:05:14.109Z,29,Sepulcher of the First Ones,2022-04-18,Heroic,28,2,26,6257,3,2
J342bnfxvCNgWkHQ,Platform 2 Lust Day Woooo - 12-15,2025-12-15T18:45:51.122Z,2025-12-15T22:00:43.827Z,44,Manaforge Omega,2025-12-15,Mythic,30,0,30,5078,1,0
HRxvhP2LbDBYw4yf,2023-12-18,2023-12-18T18:57:35.303Z,2023-12-18T21:59:50.471Z,35,"Amirdrassil, the Dream's Hope",2023-12-18,Mythic,30,0,30,5559,1,0
CJ8ndxajtLfvXT7Y,2023-01-04,2023-01-04T18:58:58.834Z,2023-01-04T22:09:37.201Z,31,Vault of the Incarnates,2023-01-04,Heroic,22,7,15,4725,8,7
dYwjPkNZV7mBgQ3D,Raz v2 blu,2023-04-25T05:07:09.278Z,2023-04-25T05:56:53.149Z,31,Vault of the Incarnates,2023-04-25,Mythic,4,3,1,1413,4,3
3jdNx68m2VJgzQaB,Mythic reclear,2021-09-15T17:52:42.870Z,2021-09-15T21:03:00.321Z,28,Sanctum of Domination,2021-09-15,Mythic,22,3,19,4866,4,3
hAmYfvRcZgH9Btrd,"High ho, back to Dimmy we go - 01-07",2026-01-07T18:48:06.909Z,2026-01-07T22:02:07.326Z,44,Manaforge Omega,2026-01-07,Mythic,32,0,32,5742,1,0
TZFkdX6LDfR24Khx,Mar27,2023-03-27T17:44:35.981Z,2023-03-27T21:00:37.829Z,31,Vault of the Incarnates,2023-03-27,Mythic,28,0,28,6167,1,0
W7KHD1pYZwnxcRhA,Silken Court This Time For Sure 01-27,2025-01-27T19:02:38.770Z,2025-01-27T21:54:24.416Z,38,Nerub-ar Palace,2025-01-27,Mythic,27,0,27,6108,1,0
Tp2AbgYDfcMxmzjC,HC Painsmith + Guardian,2021-07-19T18:21:28.795Z,2021-07-19T21:11:27.785Z,28,Sanctum of Domination,2021-07-19,Heroic,25,2,23,5417,2,2
NVxpHKFTqn7DLYA4,Mythic reclear,2021-03-15T19:21:21.794Z,2021-03-15T22:24:15.103Z,26,Castle Nathria,2021-03-15,Mythic,27,1,26,5051,2,1
pQDX3GwKdfa9kBLJ,17 aug hc sepulcher,2022-08-17T17:59:18.547Z,2022-08-17T20:01:52.406Z,29,Sepulcher of the First Ones,2022-08-17,Heroic,15,10,5,3322,11,10
zHKfPdAyq1kG627n,Painsmith but we kill it this time,2021-11-01T19:03:07.976Z,2021-11-01T21:31:29.443Z,28,Sanctum of Domination,2021-11-01,Mythic,20,1,19,5514,1,1
tj8q2wXLDFnPckK7,hella alt raid,2021-04-18T18:28:13.511Z,2021-04-18T19:20:39.209Z,26,Castle Nathria,2021-04-18,Heroic,5,1,4,913,2,1
hzQfK6NLbRvWAjrg,Reclear 07-05,2025-05-07T17:48:46.842Z,2025-05-07T20:51:51.772Z,42,Liberation of Undermine,2025-05-07,Heroic,22,8,14,5208,7,7
GxYm9Td8tZLQHXpF,Silly Heroic Fire Tree Thing 29-05,2024-05-29T17:55:45.279Z,2024-05-29T19:11:07.964Z,35,"Amirdrassil, the Dream's Hope",2024-05-29,Heroic,9,8,1,1926,9,8
JRP4ZVadWbx9f2ck,normal run,2021-08-10T15:23:05.686Z,2021-08-10T18:45:12.220Z,28,Sanctum of Domination,2021-08-10,Normal,11,10,1,3541,10,10
w6Gq9p8Z7cWnkdFC,A whole night of Weaving Forges 09-15,2025-09-15T17:57:01.430Z,2025-09-15T20:57:48.418Z,44,Manaforge Omega,2025-09-15,Mythic,36,0,36,5866,1,0
D6dfPhkyNwYpXb42,2023-06-04 alt normal,2023-06-04T18:05:00.287Z,2023-06-04T21:14:55.837Z,33,"Aberrus, the Shadowed Crucible",2023-06-04,Heroic,20,10,10,4401,9,9
KqxgXZnbkmTNdr6A,CN Heroic SLG + Sire > Mythic reclear,2021-03-03T19:03:07.453Z,2021-03-03T22:39:19.211Z,26,Castle Nathria,2021-03-03,Heroic,25,5,20,5012,6,5
87MV91B46cFgJCaA,Mythic reclear,2021-09-22T18:12:54.175Z,2021-09-22T21:03:46.846Z,28,Sanctum of Domination,2021-09-22,Mythic,22,3,19,5012,4,3
YZjgTM28trh47WvF,DEMON run,2021-08-29T18:51:37.932Z,2021-08-29T21:06:08.599Z,28,Sanctum of Domination,2021-08-29,Normal,12,7,5,3460,8,7
BPTVWmMg7RCZ2zqv,Hewowic - 03-23,2026-03-23T19:04:59.890Z,2026-03-23T22:20:42.640Z,46,VS / DR / MQD,2026-03-23,Heroic,16,5,11,5809,5,5
7zwaXZkBdn98DRYM,CN Normal,2021-02-07T18:44:57.622Z,2021-02-07T19:52:12.956Z,26,Castle Nathria,2021-02-07,Normal,5,4,1,1484,4,4
MYtNL2ABvzHjRmTV,2024-12-18 court,2024-12-18T18:56:57.301Z,2024-12-18T22:05:20.210Z,38,Nerub-ar Palace,2024-12-18,Mythic,46,0,46,3476,1,0
VJKqP6j2zY9QhpH8,Let's Go Heroic Gambling! 03-17,2025-03-17T18:45:12.781Z,2025-03-17T22:17:48.437Z,42,Liberation of Undermine,2025-03-17,Heroic,23,3,20,5262,3,3
bfx6jChPm2zBkvMH,Mythic reclear,2021-09-29T18:17:02.455Z,2021-09-29T20:35:04.097Z,28,Sanctum of Domination,2021-09-29,Mythic,12,5,7,3390,5,5
kMmrjhV6ZYgXKtPa,30 march reclear,2022-03-30T17:56:30.390Z,2022-03-30T21:03:28.886Z,29,Sepulcher of the First Ones,2022-03-30,Heroic,20,14,6,4900,11,11
1A82mCFP4MJwfKaG,Group 2 - Alt Raid 15-09,2024-09-15T17:56:54.280Z,2024-09-15T19:42:54.871Z,38,Nerub-ar Palace,2024-09-15,Normal,11,8,3,2399,8,8
TgnjqAGQWKFJ81R7,Social Raid 13/10 :Comfy:,2024-10-13T18:16:36.477Z,2024-10-13T20:56:57.363Z,38,Nerub-ar Palace,2024-10-13,Heroic,19,7,12,4628,8,7
gmWCL2TbKwxF4fYH,THIS TIME I MEAN IT - Smolderon Kill Mythic 04-03,2024-03-04T18:47:32.924Z,2024-03-04T20:22:32.796Z,35,"Amirdrassil, the Dream's Hope",2024-03-04,Mythic,12,1,11,2405,2,1
JzakqH2vjWLm7PX8,alt raid!! 2023-12-10,2023-12-10T19:02:09.639Z,2023-12-10T21:58:24.668Z,35,"Amirdrassil, the Dream's Hope",2023-12-10,Heroic,21,13,8,4425,9,9
a9nMrBYxq3yWhAzt,Sylvanas 7 feb,2022-02-07T18:54:50.577Z,2022-02-07T22:02:15.324Z,28,Sanctum of Domination,2022-02-07,Mythic,14,0,14,7298,1,0
nw6AQf1LYqDcvV9P,Working Logs 0115,2025-01-15T18:50:58.758Z,2025-01-15T22:01:45.496Z,38,Nerub-ar Palace,2025-01-15,Mythic,41,0,41,4933,1,0
YW3jadfzp2cHXDVK,No Ronan? No Problem! 12-10,2025-12-10T18:50:02.987Z,2025-12-10T21:30:43.125Z,44,Manaforge Omega,2025-12-10,Mythic,31,0,31,4527,1,0
7JvdTzLf84Qp2hcy,11 may dausegne kill,2022-05-11T18:17:55.119Z,2022-05-11T20:59:49.053Z,29,Sepulcher of the First Ones,2022-05-11,Mythic,25,2,23,4831,3,2
BPKbxHWDCqcRa2L6,THE STUDENT COUNCIL S4 COMEBACK,2024-04-24T18:04:05.734Z,2024-04-24T21:01:14.421Z,31,Vault of the Incarnates,2024-04-24,Heroic,17,14,3,3535,8,8
9WCTwGtmkvpLVJzx,Reclear 04-30,2025-04-30T17:53:29.110Z,2025-04-30T21:00:24.497Z,42,Liberation of Undermine,2025-04-30,Heroic,22,7,15,5713,7,6
RgDAhLyJfbWG1KqC,Reclear into Mythicccc - 04-16,2025-04-16T17:41:15.166Z,2025-04-16T21:00:14.254Z,42,Liberation of Undermine,2025-04-16,Heroic,18,6,12,4438,6,5
TwA2vc9HYDabkLZj,2025-08-20 normal into hc,2025-08-20T17:53:05.904Z,2025-08-20T21:05:05.552Z,44,Manaforge Omega,2025-08-20,Heroic,18,14,4,4059,8,8
NYf6nZpyPxwCbkar,Kyveza Day One - 1127,2024-11-27T18:38:54.358Z,2024-11-27T22:01:47.259Z,38,Nerub-ar Palace,2024-11-27,Mythic,50,0,50,4862,1,0
14Vxjphq8GaY6Bwn,Sylvanas 5 jan,2022-01-05T19:08:21.602Z,2022-01-05T22:01:46.895Z,28,Sanctum of Domination,2022-01-05,Mythic,27,0,27,6235,1,0
J9ymRGtL1khF2NVc,Sylvanas 31 jan,2022-01-31T18:55:57.015Z,2022-01-31T22:01:31.448Z,28,Sanctum of Domination,2022-01-31,Mythic,19,0,19,7157,1,0
