report_code,report_title,start_time_utc,end_time_utc,zone_id,zone_name,raid_night_date,primary_difficulty,total_pulls,boss_kills,total_wipes,total_fight_seconds,unique_bosses_engaged,unique_bosses_killed
GwdgtrQHxfzcYC6A,11 april mythic,2022-04-11T17:56:12.168Z,2022-04-11T20:51:07.333Z,29,Sepulcher of the First Ones,2022-04-11,Mythic,22,2,20,4432,2,2
F4f1yNX9ZgzjYKJ2,Mythic Queen w/ Favourite Mercs 02-17 part2,2025-02-17T18:50:36.957Z,2025-02-17T22:00:07.785Z,38,Nerub-ar Palace,2025-02-17,Mythic,30,0,30,5453,1,0
tPzRkhavcB4C16J9,Castle Nathria,2021-02-24T18:56:15.109Z,2021-02-24T22:23:29.142Z,26,Castle Nathria,2021-02-24,Heroic,19,7,12,5298,6,6
PZDwaB7Qy6fC9rHM,HC,2021-07-12T18:18:59.910Z,2021-07-12T20:53:33.241Z,28,Sanctum of Domination,2021-07-12,Heroic,18,4,14,4698,4,4
c8PFLg3WkCAvBazr,Heroic to Mythic wooo 04-09,2025-04-09T17:47:06.951Z,2025-04-09T19:25:35.966Z,42,Liberation of Undermine,2025-04-09,Heroic,6,5,1,1685,5,5
M8Lg1R7p3CkvyHhd,Silly Goose Jads 14-06,2023-06-14T17:49:01.206Z,2023-06-14T20:59:17.183Z,33,"Aberrus, the Shadowed Crucible",2023-06-14,Heroic,25,5,20,4711,5,4
YLM49DQHfw6cgCnX,Painsmith,2021-10-11T18:08:20.264Z,2021-10-11T21:02:14.175Z,28,Sanctum of Domination,2021-10-11,Mythic,32,0,32,5449,1,0
LjNkgwYKW3MAh9PB,2023-08-14 Neltharion,2023-08-14T17:54:49.284Z,2023-08-14T21:00:49.707Z,33,"Aberrus, the Shadowed Crucible",2023-08-14,Mythic,23,0,23,6770,1,0
yAkGZ84XCjHdJP6f,2023-01-25 hc,2023-01-25T19:08:36.528Z,2023-01-25T19:39:39.490Z,31,Vault of the Incarnates,2023-01-25,Heroic,3,3,0,951,3,3
pZY1jwcDGn3mdK2a,First Night of Queen WOOOO 02-03,2025-02-03T18:56:34.410Z,2025-02-03T21:58:57.428Z,38,Nerub-ar Palace,2025-02-03,Mythic,34,0,34,4134,1,0
CL8KnrYZ2jXABkGt,Kyveza Mythic 241209,2024-12-09T18:56:20.958Z,2024-12-09T21:56:17.373Z,38,Nerub-ar Palace,2024-12-09,Mythic,35,0,35,4692,1,0
XRvmn976ZfdP8NQz,2023-09-11 Sark,2023-09-11T17:52:54.719Z,2023-09-11T20:58:13.111Z,33,"Aberrus, the Shadowed Crucible",2023-09-11,Mythic,32,0,32,5775,1,0
LtXYhnv8mk4cz69H,Last Dimmy before Christmas wooo - 12-17,2025-12-17T18:51:54.535Z,2025-12-17T21:51:51.260Z,44,Manaforge Omega,2025-12-17,Mythic,30,0,30,5472,1,0
myC6dYFhbrgRQKJB,2024-10-23 hc into myffic,2024-10-23T18:00:56.918Z,2024-10-23T20:57:24.672Z,38,Nerub-ar Palace,2024-10-23,Heroic,21,6,15,4625,6,6
YqgrxTWDHhXn9dA4,2023-02-13 dathea,2023-02-13T19:14:24.713Z,2023-02-13T22:05:00.018Z,31,Vault of the Incarnates,2023-02-13,Mythic,36,0,36,6202,1,0
F3LNgB27kpPG4xmz,Since jads doesn't log this..,2025-09-24T17:47:59.436Z,2025-09-24T20:53:29.417Z,44,Manaforge Omega,2025-09-24,Mythic,26,4,22,5363,4,4
zqkGmd2x3JFrMH6P,2023-02-15 reclear into dathea,2023-02-15T19:05:11.612Z,2023-02-15T21:53:25.052Z,31,Vault of the Incarnates,2023-02-15,Mythic,23,5,18,4700,6,5
aLFwBhHWmTYJqtn6,2023-09-04 sark,2023-09-04T18:01:17.480Z,2023-09-04T20:59:21.563Z,33,"Aberrus, the Shadowed Crucible",2023-09-04,Mythic,29,0,29,5538,1,0
6NzHCPd9ZKDpgJ1t,2024-09-23 heroic,2024-09-23T17:50:45.661Z,2024-09-23T20:57:47.945Z,38,Nerub-ar Palace,2024-09-23,Heroic,32,2,30,4908,3,2
h1yRWTqfCdNjPZgX,Silken Court No For Real This Time 01-29,2025-01-29T18:56:56.063Z,2025-01-29T20:25:49.723Z,38,Nerub-ar Palace,2025-01-29,Mythic,10,1,9,2376,2,1
jRYn8gD2yHqQC1Gc,Painsmith prog,2021-10-06T17:15:16.666Z,2021-10-06T20:00:02.041Z,28,Sanctum of Domination,2021-10-06,Mythic,34,0,34,5719,1,0
jDmXP2rK8bnBxqGM,Castle Nathria HC Reclear,2021-01-27T18:54:46.616Z,2021-01-27T22:33:04.944Z,26,Castle Nathria,2021-01-27,Heroic,20,9,11,6109,10,9
W9V7MzPhfYtGZC1X,"Week 2, Council Boogaloo - 03-25",2026-03-25T18:50:42.773Z,2026-03-25T19:14:10.830Z,46,VS / DR / MQD,2026-03-25,Normal,2,1,1,340,1,1
ngqd1JF4TtZmLMVv,HC clear,2021-03-12T21:06:25.582Z,2021-03-12T23:23:06.381Z,26,Castle Nathria,2021-03-12,Heroic,12,7,5,3015,7,7
pQ3XwyPgjnKRNAHc,Raz v2 blu,2023-04-25T05:07:09.278Z,2023-04-25T05:16:09.778Z,31,Vault of the Incarnates,2023-04-25,Mythic,1,0,1,540,1,0
FhCw4GyA9jJmc8Rv,Castle Nathria,2021-03-10T18:56:26.809Z,2021-03-10T19:13:18.078Z,26,Castle Nathria,2021-03-10,Heroic,1,1,0,365,1,1
FbcWdQ47krt2ahzH,2023-01-09,2023-01-09T19:03:21.051Z,2023-01-09T21:59:52.881Z,31,Vault of the Incarnates,2023-01-09,Heroic,18,3,15,4032,4,3
BNwd7DmQhGkxKpPc,Midnight Mythic Mraiding 04-06,2026-04-06T18:05:52.644Z,2026-04-06T21:45:00.490Z,46,VS / DR / MQD,2026-04-06,Mythic,20,2,18,5804,2,2
BqNcn4Tbk3M8X92f,2025-04-07 RIKA RIKA REEVERB,2025-04-07T18:26:05.681Z,2025-04-07T21:00:04.076Z,42,Liberation of Undermine,2025-04-07,Mythic,23,1,22,3620,2,1
6xP4Z9y3pVzBKbAw,Mythic Reclear 11_06,2024-11-06T18:50:23.171Z,2024-11-06T21:59:22.878Z,38,Nerub-ar Palace,2024-11-06,Mythic,26,4,22,4911,5,4
pvxMTJyZKV93gQW4,2023-07-17 RASHOK KILL,2023-07-17T18:03:56.736Z,2023-07-17T20:28:44.053Z,33,"Aberrus, the Shadowed Crucible",2023-07-17,Mythic,19,3,16,4751,3,3
NBZdmPaTkAWxyMnr,Castle Nathria,2021-02-03T19:01:29.264Z,2021-02-03T20:32:05.242Z,26,Castle Nathria,2021-02-03,Heroic,7,5,2,2141,4,4
fKrXkYcht4HxWVRw,Social Run - Group 2 - 22/09,2024-09-18T15:30:55.819Z,2024-09-22T21:05:29.726Z,38,Nerub-ar Palace,2024-09-18,Heroic,36,25,11,8249,8,8
XMAqfGtzDcavdw98,HC Guardian,2021-07-26T18:32:02.260Z,2021-07-26T18:37:14.009Z,28,Sanctum of Domination,2021-07-26,Heroic,1,1,0,311,1,1
mDtbAkRna3NXzvQC,First heroic excursion - 03-10,2025-03-10T18:55:13.087Z,2025-03-10T22:04:05.822Z,42,Liberation of Undermine,2025-03-10,Heroic,23,4,19,4595,5,4
fmwrjTCN4W3QxYJd,Return of the Rune - Mythic 15-01,2024-01-15T18:57:38.630Z,2024-01-15T21:35:05.195Z,35,"Amirdrassil, the Dream's Hope",2024-01-15,Mythic,17,1,16,3659,2,1
w9bNRjWMDQZvLq2k,2024-10-21 mythic big tings,2024-10-21T18:06:26.288Z,2024-10-21T21:02:35.734Z,38,Nerub-ar Palace,2024-10-21,Mythic,30,1,29,5214,2,1
hxcPCJmw69r8p1GF,Mythic Queen w/ Favourite Mercs 02-17,2025-02-17T18:50:36.957Z,2025-02-17T20:13:12.405Z,38,Nerub-ar Palace,2025-02-17,Mythic,12,0,12,2065,1,0
wRW7QpkbhdnFAxBm,Social Raid 06-10,2024-10-06T17:58:58.344Z,2024-10-06T20:30:51.777Z,38,Nerub-ar Palace,2024-10-06,Heroic,17,7,10,4128,8,7
7GtbDwhdaX3mTJjR,hc fated sepulcher,2022-09-12T18:02:49.995Z,2022-09-12T20:40:46.087Z,29,Sepulcher of the First Ones,2022-09-12,Heroic,14,10,4,4303,11,10
N4Yqydzr2GhPRVmv,2023-05-10 10.1 FIRST RAID!!,2023-05-10T18:00:49.225Z,2023-05-10T21:00:03.193Z,33,"Aberrus, the Shadowed Crucible",2023-05-10,Normal,20,8,12,4503,9,8
jgJZ3apzT9Y468rt,2023-12-20,2023-12-20T18:50:34.055Z,2023-12-20T22:00:06.712Z,35,"Amirdrassil, the Dream's Hope",2023-12-20,Heroic,22,7,15,4454,8,7
HPbva4fwG2kdBrm6,Heroic -> Mythic Night One WOOOOO 08-25,2025-08-25T17:44:52.753Z,2025-08-25T21:00:50.080Z,44,Manaforge Omega,2025-08-25,Heroic,25,2,23,6014,4,2
jtJvycNdGTB1D9Mw,Finish up Heroic into... Mythic? 03-30,2026-03-30T18:09:10.208Z,2026-03-30T22:10:39.511Z,46,VS / DR / MQD,2026-03-30,Heroic,20,1,19,6638,2,1
r1t4H6AzXWYNvFPb,2023-01-11,2023-01-11T18:53:05.776Z,2023-01-11T22:06:17.409Z,31,Vault of the Incarnates,2023-01-11,Heroic,17,9,8,3574,8,7
yQPzhDNWjZnpYTkH,6 april hc reclear,2022-04-06T18:00:19.827Z,2022-04-06T21:02:57.970Z,29,Sepulcher of the First Ones,2022-04-06,Heroic,23,10,13,5008,10,10
cWw94yCA2QKXx1nR,Sanctum FULL,2021-07-07T18:01:46.653Z,2021-07-07T20:51:47.683Z,28,Sanctum of Domination,2021-07-07,Normal,15,5,10,3866,6,5
y8FCTZ9fMcGhrDKb,2024-09-22 alt raid group 1!!,2024-09-22T17:55:49.827Z,2024-09-22T20:44:59.546Z,38,Nerub-ar Palace,2024-09-22,Heroic,20,12,8,4408,8,8
hwpVtTLrzBZXqmv4,2 may mythic,2022-05-02T18:02:24.570Z,2022-05-02T21:05:40.297Z,29,Sepulcher of the First Ones,2022-05-02,Mythic,22,1,21,6273,2,1
L31rt6vbmkJHpQqy,Hey It's Me Linus,2023-03-06T18:53:40.227Z,2023-03-06T21:41:40.889Z,31,Vault of the Incarnates,2023-03-06,Mythic,17,4,13,4153,5,4
6189vtG3pHAwzgQT,HC Sire + Mythic reclear,2021-03-24T19:16:32.110Z,2021-03-24T22:29:45.413Z,26,Castle Nathria,2021-03-24,Heroic,19,4,15,4213,7,4
YZgXMmtv4GLQyNTd,Omegaluls in the Manaforge - 0813,2025-08-13T17:41:34.504Z,2025-08-13T21:59:39.874Z,44,Manaforge Omega,2025-08-13,Heroic,17,10,7,3498,8,8
6zNmtTncWpZP4XR9,Mythic Reclear 30/10,2024-10-30T15:23:56.234Z,2024-10-31T00:46:31.795Z,38,Nerub-ar Palace,2024-10-30,Heroic,30,14,16,5935,8,8
ZVXHmTh61jpBG4wx,Overtime Squad - Heroic Gally - 0325,2025-03-25T18:51:51.399Z,2025-03-25T20:48:57.302Z,42,Liberation of Undermine,2025-03-25,Heroic,21,0,21,3283,1,0
drZ2VJWRtzk4nL3A,Painsmith,2021-10-27T17:55:32.569Z,2021-10-27T21:08:58.565Z,28,Sanctum of Domination,2021-10-27,Mythic,25,0,25,7234,1,0
1RqkPFWvCxLBZgVQ,Phase 3 let's go - Mythic 31/01,2024-01-31T18:51:48.476Z,2024-01-31T22:03:34.691Z,35,"Amirdrassil, the Dream's Hope",2024-01-31,Mythic,32,0,32,5278,1,0
DwhcVRGkQtCAag2b,It's the final Dimdown - 01-12,2026-01-12T18:45:42.055Z,2026-01-12T21:59:11.601Z,44,Manaforge Omega,2026-01-12,Mythic,32,0,32,6339,1,0
JNY1P9hgqwxLWby4,2022-12-21 reclear,2022-12-21T18:54:40.025Z,2022-12-21T21:57:01.912Z,31,Vault of the Incarnates,2022-12-21,Heroic,15,11,4,4097,8,8
XyFknKqWVBzcP2fM,MUGZEE ACTUALLY DIED WHAT THE FUCK - 0702,2025-07-02T17:38:19.645Z,2025-07-02T18:40:16.756Z,42,Liberation of Undermine,2025-07-02,Mythic,3,1,2,944,1,1
baWVdRYBv1DQxXm2,raz post nerf,2023-04-05T17:58:23.632Z,2023-04-05T21:09:02.702Z,31,Vault of the Incarnates,2023-04-05,Mythic,21,0,21,6241,1,0
vWTXhHAYa9ycbNng,25 april the jailer kill,2022-04-25T18:15:04.730Z,2022-04-25T21:03:29.831Z,29,Sepulcher of the First Ones,2022-04-25,Heroic,27,1,26,5873,1,1
NwaHkx1r6ntc97Kf,HC SLG,2021-04-07T18:16:31.914Z,2021-04-07T18:22:24.157Z,26,Castle Nathria,2021-04-07,Heroic,1,1,0,352,1,1
Q291NrXdcY8LptH6,2023-02-20 dathea,2023-02-20T18:58:08.267Z,2023-02-20T22:01:03.048Z,31,Vault of the Incarnates,2023-02-20,Mythic,29,1,28,6061,2,1
DQA9RPrvc6pBVjha,CN skip reclear,2021-02-17T19:00:16.778Z,2021-02-17T19:50:09.124Z,26,Castle Nathria,2021-02-17,Heroic,4,4,0,1304,4,4
WF39LNayZYcjkhwH,Let's go Gambling!!! 05-26,2025-05-26T17:50:54.576Z,2025-05-26T20:59:34.531Z,42,Liberation of Undermine,2025-05-26,Mythic,43,0,43,5086,1,0
PxN7W8MVJvnTjKBQ,2025-11-03 left side are all getting kåvid19,2025-11-03T18:55:49.465Z,2025-11-03T22:00:20.346Z,44,Manaforge Omega,2025-11-03,Mythic,40,0,40,6296,1,0
d8T2FyLfGpaHPNAq,Mythic skip,2023-04-19T18:15:44.980Z,2023-04-19T21:26:07.834Z,31,Vault of the Incarnates,2023-04-19,Heroic,22,2,20,6249,3,2
Dp7GaWQPCmVdgFXw,28 march rygelon hc,2022-03-28T17:51:11.991Z,2022-03-28T21:06:53.313Z,29,Sepulcher of the First Ones,2022-03-28,Heroic,36,1,35,4704,2,1
pWxYMRbVZgAq3cJT,2025-07-09 gallywix,2025-07-09T17:52:30.865Z,2025-07-09T21:00:30.899Z,42,Liberation of Undermine,2025-07-09,Mythic,30,0,30,4197,1,0
Q3pA2CygFaJ46VBh,CN Mythic,2021-01-31T19:07:19.762Z,2021-01-31T21:20:48.418Z,26,Castle Nathria,2021-01-31,Normal,12,10,2,3390,10,10
AmWFQD1kV7xLHBaT,2024-05-08 amidrassil!!,2024-05-08T18:01:12.377Z,2024-05-08T20:29:16.109Z,35,"Amirdrassil, the Dream's Hope",2024-05-08,Heroic,22,18,4,3992,9,9
ZwdWAqyKDGXz8b7g,Silken Court 08-01-25,2025-01-08T18:48:10.042Z,2025-01-08T22:00:07.492Z,38,Nerub-ar Palace,2025-01-08,Mythic,36,0,36,4900,1,0
tN7FgQD2aYhrCwM3,2023-02-01,2023-02-01T18:52:28.869Z,2023-02-01T22:01:46.571Z,31,Vault of the Incarnates,2023-02-01,Heroic,22,7,15,4976,7,6
FHqm2NQMg3cPf6Kd,2025-10-01 reclearingtons,2025-10-01T17:53:20.594Z,2025-10-01T21:03:12.985Z,44,Manaforge Omega,2025-10-01,Mythic,24,5,19,4858,6,5
wnT8jAxh391kGNHM,2023-08-16 echo of who?,2023-08-16T17:58:32.577Z,2023-08-16T19:02:41.994Z,33,"Aberrus, the Shadowed Crucible",2023-08-16,Mythic,7,1,6,2373,1,1
np7Hz8afhcDTv9gj,HC Skip,2021-09-06T18:00:00.401Z,2021-09-06T21:05:57.145Z,28,Sanctum of Domination,2021-09-06,Heroic,25,3,22,5651,4,3
w9arMPCZYFty2KNj,Devvy D - 11-26,2025-11-26T18:45:42.869Z,2025-11-26T21:59:04.509Z,44,Manaforge Omega,2025-11-26,Mythic,41,0,41,4790,1,0
71JTkganfm3RBW9Z,Normal alt raid,2021-02-14T19:00:44.964Z,2021-02-14T22:34:17.804Z,26,Castle Nathria,2021-02-14,Heroic,23,8,15,5307,8,7
HfdjMRqY14XaVtCN,CN SLG + Sire and then mythic,2021-03-17T19:05:44.256Z,2021-03-17T22:32:39.959Z,26,Castle Nathria,2021-03-17,Heroic,26,3,23,5722,4,3
XkAV8NCLH7jrqGgy,hc nathria,2022-09-14T17:53:05.516Z,2022-09-14T19:26:51.427Z,26,Castle Nathria,2022-09-14,Heroic,11,10,1,2142,10,10
wWByqzNCQ28MtLJZ,GM Abandons Children,2023-06-28T17:51:46.695Z,2023-06-28T20:16:22.603Z,33,"Aberrus, the Shadowed Crucible",2023-06-28,Heroic,10,7,3,2769,6,6
NJMDKFdYXnmgBkqZ,MYTHIC,2021-03-24T20:30:36.525Z,2021-03-24T22:30:18.890Z,26,Castle Nathria,2021-03-24,Mythic,3,3,0,1010,3,3
d3PAtMnvbDKqFr9Y,CN heroic alt run 3,2021-02-28T20:11:32.287Z,2021-02-28T23:18:43.216Z,26,Castle Nathria,2021-02-28,Heroic,16,6,10,5716,6,6
GFQbX4cYDJWh1g2m,Nexus King Day 2 - 10-22,2025-10-22T17:55:38.354Z,2025-10-22T21:00:09.844Z,44,Manaforge Omega,2025-10-22,Mythic,40,0,40,5594,1,0
3DVpdAfnRhy2gGcv,FUCKING ROA,2021-03-07T19:13:45.757Z,2021-03-07T22:46:31.563Z,26,Castle Nathria,2021-03-07,Heroic,4,4,0,1545,4,4
NzGpwY6AqHFRjrvn,Reclear -> Fruities (RIP Codywoo) 05-28,2025-05-28T17:51:17.034Z,2025-05-28T21:06:31.967Z,42,Liberation of Undermine,2025-05-28,Heroic,28,4,24,4760,4,4
vyAkKQ9zLWFtGbcN,2025-04-16,2025-04-16T17:45:55.123Z,2025-04-16T21:03:02.233Z,42,Liberation of Undermine,2025-04-16,Heroic,22,7,15,5385,7,6
QVgpBkK9fbqZnmT3,2023-10-02 SARK MUST DIE,2023-10-02T17:53:17.348Z,2023-10-02T21:04:21.561Z,33,"Aberrus, the Shadowed Crucible",2023-10-02,Mythic,26,0,26,7111,1,0
jhCYADc9HJKqf3mN,CN alt raid,2021-03-28T18:15:19.221Z,2021-03-28T21:06:20.213Z,26,Castle Nathria,2021-03-28,Heroic,16,8,8,4352,8,8
kaTnjwbWM4h17FQJ,Soul Hunters -> NK - 10-20,2025-10-20T17:43:26.092Z,2025-10-20T21:02:08.240Z,44,Manaforge Omega,2025-10-20,Mythic,40,1,39,4837,2,1
jvLpYP89rzabFH3n,2023-10-30 reclear,2023-10-30T19:00:03.880Z,2023-10-30T21:57:41.068Z,33,"Aberrus, the Shadowed Crucible",2023-10-30,Mythic,23,3,20,5430,3,3
JGqvrL1BpaH36MnA,Heroic Clear - 0706,2025-07-06T18:03:50.299Z,2025-07-06T19:57:22.156Z,42,Liberation of Undermine,2025-07-06,Heroic,16,8,8,3176,8,8
MZ7Rb2qHarBj94C6,reclear red side,2023-04-24T18:21:06.038Z,2023-04-24T21:10:26.335Z,31,Vault of the Incarnates,2023-04-24,Mythic,17,4,13,5250,4,4
qCWyGR9YJbgjdA8B,The power of Michael Bublé helps P1 - 12-01,2025-12-01T12:45:20.205Z,2025-12-01T21:59:39.904Z,44,Manaforge Omega,2025-12-01,Heroic,45,7,38,7409,8,7
VmRWKahdJnZPfbjM,CN Council mythic,2021-04-05T18:24:13.810Z,2021-04-05T21:33:49.583Z,26,Castle Nathria,2021-04-05,Mythic,18,2,16,4329,4,2
czFtkamKxZNr3YnP,"Amirdrassil, the Dream's Hope",2024-02-05T19:00:44.127Z,2024-02-05T22:00:33.767Z,35,"Amirdrassil, the Dream's Hope",2024-02-05,Mythic,29,0,29,6103,1,0
RT9FXYDLbxJ1vKwQ,eranog,2023-04-19T18:11:54.408Z,2023-04-19T18:14:39.453Z,31,Vault of the Incarnates,2023-04-19,Mythic,1,1,0,165,1,1
C74qtGdWYKXwch2n,Rasz Red Side,2023-04-03T18:17:59.156Z,2023-04-03T20:57:43.786Z,31,Vault of the Incarnates,2023-04-03,Mythic,22,0,22,5787,1,0
dn36btV8hL1QJ9rZ,2023-08-02 Neltharion,2023-08-02T17:57:50.935Z,2023-08-02T20:54:47.736Z,33,"Aberrus, the Shadowed Crucible",2023-08-02,Mythic,28,0,28,5693,1,0
GHmqkjf1C7PhVTgN,Worm Kill (no cope I promise) - Mythic 11_18,2024-11-18T18:54:06.361Z,2024-11-18T22:03:56.531Z,38,Nerub-ar Palace,2024-11-18,Mythic,23,0,23,6233,1,0
RaMkVL7rThDmJQjY,Achievment Run 1103,2024-11-03T18:55:08.934Z,2024-11-03T20:20:42.285Z,38,Nerub-ar Palace,2024-11-03,Normal,12,8,4,1912,8,8
84mwLTvkNh1WMY76,Ansurek dies in 11.1? 02-26 pt2,2025-02-26T20:36:35.439Z,2025-02-26T22:01:00.790Z,38,Nerub-ar Palace,2025-02-26,Mythic,16,0,16,3244,1,0
vgGjY8QRtPBKT23b,2023-03-01 skip,2023-03-01T18:53:41.396Z,2023-03-01T22:03:17.664Z,31,Vault of the Incarnates,2023-03-01,Mythic,25,1,24,6455,2,1
RtQ6b7hy3cTa8BPL,Fatescribe 17 nov,2021-11-17T19:23:04.222Z,2021-11-17T22:04:24.976Z,28,Sanctum of Domination,2021-11-17,Mythic,28,0,28,5787,1,0
ybJKBTgYf2wXGqtR,2024-04-29 hc,2024-04-29T18:07:10.900Z,2024-04-29T21:08:09.309Z,31,Vault of the Incarnates,2024-04-29,Heroic,15,9,6,5049,8,8
CbnDMtwkhQLVzqFP,2023-10-11 SARKARETH!!!!!!!!!!!!!!!!!!!!!,2023-10-11T18:00:10.703Z,2023-10-11T20:38:58.515Z,33,"Aberrus, the Shadowed Crucible",2023-10-11,Mythic,19,1,18,5454,1,1
KR7kQLAztqwrV2dZ,HC Reclear,2021-07-28T18:13:30.342Z,2021-07-28T20:53:33.558Z,28,Sanctum of Domination,2021-07-28,Heroic,17,7,10,4151,8,7
vmqQy2YTK9gCzN4V,2023-02-27 Diurna 2,2023-02-27T18:56:12.738Z,2023-02-27T22:01:37.689Z,31,Vault of the Incarnates,2023-02-27,Mythic,31,0,31,5665,1,0
VGw1WQk3FpAbTmJC,fated hc jailer,2022-08-22T18:01:02.953Z,2022-08-22T18:29:10.414Z,29,Sepulcher of the First Ones,2022-08-22,Heroic,3,1,2,718,1,1
mknRYJKPDaG8dNp9,Smolderon dies TONIGHT - Mythic 19/02,2024-02-19T18:49:46.952Z,2024-02-19T21:58:54.747Z,35,"Amirdrassil, the Dream's Hope",2024-02-19,Mythic,32,0,32,6358,1,0
FHkYy4mbxQ6NKAVB,hc sc,2021-08-11T18:01:31.914Z,2021-08-11T20:01:40.597Z,28,Sanctum of Domination,2021-08-11,Heroic,10,8,2,2613,8,8
CqNZJmxHYDtjkKrX,Sylvanas 17 jan,2022-01-17T18:57:55.519Z,2022-01-17T21:57:09.736Z,28,Sanctum of Domination,2022-01-17,Mythic,24,0,24,6805,1,0
hTwrmX2anJfG1zgb,HC megagroup full,2021-09-03T21:45:52.434Z,2021-09-03T22:57:11.595Z,28,Sanctum of Domination,2021-09-03,Heroic,4,4,0,1222,4,4
k69nMBwcAtPd4fbV,Ellie had PC issues (shock) - Mythic 17-01-24,2024-01-17T19:02:18.973Z,2024-01-17T22:00:06.974Z,35,"Amirdrassil, the Dream's Hope",2024-01-17,Mythic,16,5,11,4350,6,5
vxXL2nk4jGTBZyfz,Mar22,2023-03-22T18:59:08.399Z,2023-03-22T22:05:54.336Z,31,Vault of the Incarnates,2023-03-22,Mythic,28,0,28,5388,1,0
aF1Zd7MKNfHg8q6h,2024-09-30 queen gyattsurek,2024-09-30T17:50:55.865Z,2024-09-30T21:22:51.732Z,38,Nerub-ar Palace,2024-09-30,Heroic,41,0,41,6440,1,0
LVMR1GJhNHwkA9yp,Kyveza Day 2 - 12_02,2024-12-02T19:03:24.355Z,2024-12-02T21:58:54.446Z,38,Nerub-ar Palace,2024-12-02,Mythic,42,0,42,5084,1,0
gXWYHzBTmv6xLfQy,Sylvanas 19 jan,2022-01-19T18:57:00.753Z,2022-01-19T21:58:59.655Z,28,Sanctum of Domination,2022-01-19,Mythic,23,0,23,6530,1,0
7RQ6VTPhYmfg3BL8,Sepulcher 7 march,2022-03-07T18:21:05.721Z,2022-03-07T22:03:30.747Z,29,Sepulcher of the First Ones,2022-03-07,Heroic,18,0,18,6389,1,0
CXVar4KL8Jf2xHt3,2022-12-26 dathea hc,2022-12-26T18:50:50.886Z,2022-12-26T22:00:53.383Z,31,Vault of the Incarnates,2022-12-26,Heroic,23,4,19,5209,4,4
bym2x9n8Z6H7fBYR,kill bird blue,2023-04-12T17:44:42.661Z,2023-04-12T19:02:18.737Z,31,Vault of the Incarnates,2023-04-12,Mythic,4,1,3,2738,1,1
xL9yRtDvjZK7QTYJ,Stix for real..... 04-21,2025-04-21T17:48:03.192Z,2025-04-21T21:00:21.025Z,42,Liberation of Undermine,2025-04-21,Mythic,39,1,38,4299,2,1
MbAYL1vNncGDxk4t,16 may artificer,2022-05-16T17:49:14.648Z,2022-05-16T21:04:12.319Z,29,Sepulcher of the First Ones,2022-05-16,Heroic,27,2,25,5818,3,2
R2xDrFc7MvtpbjVa,2024-10-02 hc!!,2024-10-02T17:49:43.513Z,2024-10-02T21:02:58.616Z,38,Nerub-ar Palace,2024-10-02,Heroic,28,7,21,5818,8,7
